concept_id,preferred_label,canonical_path,queue_path,path_alignment,workbook_description,workbook_sha256
AOM_001418,Zinc Oxide,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Zinc Oxide,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Zinc Oxide,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001422,Spent Yeast,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Probiotic/Spent Yeast,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Probiotic/Spent Yeast,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001423,Bentonite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Bentonite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Bentonite,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001427,Potassium Carbonate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Potassium Carbonate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Potassium Carbonate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001428,Minerals and Salt,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mixture/Minerals and Salt,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mixture/Minerals and Salt,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001431,Minerals and Urea Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mixture/Minerals and Urea Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mixture/Minerals and Urea Mix,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001486,Lignobond,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Lignobond,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Lignobond,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001487,Sodium Sulfate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Sodium Sulfate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Sodium Sulfate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001490,Trimethyl Cellulose,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Trimethyl Cellulose,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Trimethyl Cellulose,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001491,Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001492,Protein-Mineral Concentrate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate/Protein-Mineral Concentrate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate/Protein-Mineral Concentrate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001493,Growers Concentrate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate/Growers Concentrate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Concentrate/Growers Concentrate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001494,Finisher Diet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Finisher Diet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Finisher Diet,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001495,Growers Diet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Growers Diet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Growers Diet,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001496,Starter Diet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Starter Diet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Starter Diet,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001497,Megalac,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Megalac,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Megalac,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001500,ACTIPAL HP 1,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/ACTIPAL HP 1,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/ACTIPAL HP 1,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001501,AquaNutro Abalone Grower,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/AquaNutro Abalone Grower,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/AquaNutro Abalone Grower,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001502,Swine Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Swine Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Swine Mix,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001503,Polyethylene,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Polyethylene,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Polyethylene,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001504,Polyethylene glycol,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Polyethylene glycol,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/Polyethylene glycol,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001505,Polyvitamins,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Polyvitamins,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Polyvitamins,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001506,Kanwa-Potassium Salt,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Kanwa-Potassium Salt,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Kanwa-Potassium Salt,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001507,Unspecified,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Unspecified,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Unspecified,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001508,Lactobacillus plantarum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Prebiotic/Lactobacillus plantarum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Prebiotic/Lactobacillus plantarum,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001509,Potassium Humate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Potassium Humate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Potassium Humate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001538,Crossopterix febrifuga,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Crossopterix febrifuga,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Crossopterix febrifuga,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001549,Talinium triangulare,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Talinium triangulare,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Talinium triangulare,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001571,Protein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Protein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Protein,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001572,Casein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Protein/Casein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Protein/Casein,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001577,Carbohydrate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Carbohydrate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Carbohydrate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001578,Dextrin,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Carbohydrate/Dextrin,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Carbohydrate/Dextrin,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001579,Elancoban,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Elancoban,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Elancoban,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001749,Urea,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Urea,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Urea,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001773,Trace-elements Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Mineral Mix/Trace-elements Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Mineral Mix/Trace-elements Mix,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001789,Pasture,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Pasture,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Pasture,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001824,Wood Charcoal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Wood Charcoal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Wood Charcoal,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001825,Olaquindox,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Olaquindox,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Olaquindox,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001826,ChemBind,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/ChemBind,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Binder/ChemBind,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001827,Popcorn Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Popcorn Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Popcorn Waste,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001831,Vitalite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Vitalite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Vitalite,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001832,Starch,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Starch,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Starch,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001834,Vitamin D3,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin D3,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin D3,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001838,Biscuit Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Biscuit Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Biscuit Waste,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001839,Vitamin AD3E,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin AD3E,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Vitamin/Vitamin AD3E,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001864,Forb,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Forb,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Forb,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001865,Free Gossypol,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Free Gossypol,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Free Gossypol,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001866,Glycerol,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Glycerol,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Glycerol,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001867,Sand,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Sand,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Sand,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001868,Toxynil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Toxynil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Toxynil,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001869,Waste Activated Sludge,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Waste Activated Sludge,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Waste Activated Sludge,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001870,Prime Gluten 60,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Prime Gluten 60,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Prime Gluten 60,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001872,Alkali,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Alkali,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Alkali,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001877,Clupeid Fish,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Clupeid Fish,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Clupeid Fish,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001879,Cod,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Cod,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Cod,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001880,Cod Liver Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Cod/Cod Liver Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Cod/Cod Liver Oil,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001882,Herring,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Herring,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Herring,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001912,Unspecified Grass,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Unspecified Grass,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Unspecified Grass,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001916,Crop Byproduct,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001917,Unspecified Filler,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Unspecified Filler,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Unspecified Filler,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001921,Vitalyte,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Vitalyte,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Vitalyte,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001922,Water,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Water,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Water,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001930,Trout Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Trout /Trout Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Trout/Trout Oil,workbook_path_differs,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_001935,Suckled milk,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Milk/Suckled milk,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Milk/Suckled milk,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002060,Vitex simplex,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex simplex,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex simplex,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002078,Egg,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Egg,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Egg,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002080,Lard,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Fat/Lard,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Fat/Lard,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002081,Mixed Marine Hydrolysate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Hydrolysate/Mixed Marine Hydrolysate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Hydrolysate/Mixed Marine Hydrolysate,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002097,Fish Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Fish Mix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Fish Mix,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002098,Poultry Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Poultry Feed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Poultry Feed,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002110,Chick Mash,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Chick Mash,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Chick Mash,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002120,Poultry Litter Deep Stacked,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Manures/Poultry/Poultry Litter/Poultry Litter Deep Stacked,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Manures/Poultry/Poultry Litter/Poultry Litter Deep Stacked,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002239,Polyalthia longifolia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Polyalthia longifolia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Polyalthia longifolia,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002246,Tuna,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Tuna,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Tuna,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_002248,Termite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Insect/Termite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Insect/Termite,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003062,Bidens diffusa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bidens diffusa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bidens diffusa,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003076,Probiotic,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Probiotic,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Probiotic,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003084,Phosphate Salt Lick,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Mineral/Salt/Phosphate Salt Lick,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Mineral/Salt/Phosphate Salt Lick,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003100,Grazing,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Grazing,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Grazing,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003203,Wood Ash,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Wood Ash,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Wood Ash,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003495,Growers Premix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Growers Premix,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Preformulated Feed/Growers Premix,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003567,Cheka Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cheka/Cheka Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cheka/Cheka Residue,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003577,Commercial Protein Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Commercial Protein Supplement,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Commercial Protein Supplement,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
AOM_003693,Vachellia polyacantha,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vachellia polyacantha,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vachellia polyacantha,aligned,,f834c4f7837927774499eff4340c912784a3db10c2e19bd5d75a7f753df41438
