concept_id,preferred_label,ingredient_family,source_identity_candidate,component_candidates,process_candidates,form_candidates,quality_candidates,normalized_signature,confidence,review_route,exception_reason,definition_status,governance_state,status,rule_version
AOM_001445,Phalaris aquatica,Forage Plants,phalaris aquatica,,,,,phalaris aquatica||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001446,Sorghum sudanense,Forage Plants,sorghum sudanense,,,,,sorghum sudanense||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001448,Sporobolus natalensis,Forage Plants,sporobolus natalensis,,,,,sporobolus natalensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001449,Sporobolus panicoides,Forage Plants,sporobolus panicoides,,,,,sporobolus panicoides||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001450,Themeda triandra,Forage Plants,themeda triandra,,,,,themeda triandra||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001452,Triticale,Forage Plants,triticale,,,,,triticale||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001453,Urochloa mosambicensis,Forage Plants,urochloa mosambicensis,,,,,urochloa mosambicensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001454,Urochloa mosambicensis Dried,Forage Plants,urochloa mosambicensis,,Drying,,,urochloa mosambicensis||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001455,Triticum,Forage Plants,triticum,,,,,triticum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001456,Aristida,Forage Plants,aristida,,,,,aristida||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001457,Aristida adscensionis,Forage Plants,aristida adscensionis,,,,,aristida adscensionis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001458,Bothriochloa,Forage Plants,bothriochloa,,,,,bothriochloa||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001459,Bothriochloa Dried,Forage Plants,bothriochloa,,Drying,,,bothriochloa||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001460,Bothriochloa insculpta,Forage Plants,bothriochloa insculpta,,,,,bothriochloa insculpta||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001461,Cynodon,Forage Plants,cynodon,,,,,cynodon||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001462,Cynadon dactylon,Forage Plants,cynadon dactylon,,,,,cynadon dactylon||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001464,Cynadon plectostachyus,Forage Plants,cynadon plectostachyus,,,,,cynadon plectostachyus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001465,Cynodon nlemfuensis,Forage Plants,cynodon nlemfuensis,,,,,cynodon nlemfuensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001466,Diheteropogon amplectens,Forage Plants,diheteropogon amplectens,,,,,diheteropogon amplectens||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001467,Eleusine floccifolia,Forage Plants,eleusine floccifolia,,,,,eleusine floccifolia||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001468,Eragrostis capensis,Forage Plants,eragrostis capensis,,,,,eragrostis capensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001469,Eragrostis papposa,Forage Plants,eragrostis papposa,,,,,eragrostis papposa||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001470,Eragrostis rigidior,Forage Plants,eragrostis rigidior,,,,,eragrostis rigidior||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001471,Harpachne schimperi,Forage Plants,harpachne schimperi,,,,,harpachne schimperi||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001472,Heteropogon contortus,Forage Plants,heteropogon contortus,,,,,heteropogon contortus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001473,Hyparrhenia filipendula,Forage Plants,hyparrhenia filipendula,,,,,hyparrhenia filipendula||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001474,Hyperthelia dissoluta,Forage Plants,hyperthelia dissoluta,,,,,hyperthelia dissoluta||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001475,Lolium,Forage Plants,lolium,,,,,lolium||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001476,Lolium multiflorum,Forage Plants,lolium multiflorum,,,,,lolium multiflorum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001477,Loudetia simplex,Forage Plants,loudetia simplex,,,,,loudetia simplex||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001478,Loudetia togoensis,Forage Plants,loudetia togoensis,,,,,loudetia togoensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001479,Megathyrsus maximus,Forage Plants,megathyrsus maximus,,,,,megathyrsus maximus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001481,Melinis repens,Forage Plants,melinis repens,,,,,melinis repens||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001482,Sugar Beet Molasses,Crop Byproduct,sugar beet molasses,,,,,sugar beet molasses||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001483,Sugar Beet Pulp,Crop Byproduct,sugar beet,,,Pulp,,sugar beet|||Pulp|,low,expert_exception,"pulp may identify anatomical residue, by-product, or physical form",missing,unreviewed,proposed-not-applied,1.0.0
AOM_001486,Lignobond,Other Ingredients,lignobond,,,,,lignobond||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001487,Sodium Sulfate,Supplement,sodium sulfate,,,,,sodium sulfate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001490,Trimethyl Cellulose,Other Ingredients,trimethyl cellulose,,,,,trimethyl cellulose||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001491,Preformulated Feed,Preformulated Feed,preformulated feed,,,,,preformulated feed||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001492,Protein-Mineral Concentrate,Preformulated Feed,protein mineral concentrate,,,,,protein mineral concentrate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001493,Growers Concentrate,Preformulated Feed,growers concentrate,,,,,growers concentrate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001494,Finisher Diet,Preformulated Feed,finisher diet,,,,,finisher diet||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001495,Growers Diet,Preformulated Feed,growers diet,,,,,growers diet||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001496,Starter Diet,Preformulated Feed,starter diet,,,,,starter diet||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001497,Megalac,Preformulated Feed,megalac,,,,,megalac||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001498,Sheep Meal,Preformulated Feed,sheep,,,Meal,,sheep|||Meal|,low,expert_exception,"meal may identify product, physical form, or grinding result",missing,unreviewed,proposed-not-applied,1.0.0
AOM_001500,ACTIPAL HP 1,Preformulated Feed,actipal hp 1,,,,,actipal hp 1||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001501,AquaNutro Abalone Grower,Preformulated Feed,aquanutro abalone grower,,,,,aquanutro abalone grower||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001502,Swine Mix,Preformulated Feed,swine mix,,,,,swine mix||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001503,Polyethylene,Other Ingredients,polyethylene,,,,,polyethylene||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001504,Polyethylene glycol,Other Ingredients,polyethylene glycol,,,,,polyethylene glycol||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001505,Polyvitamins,Supplement,polyvitamins,,,,,polyvitamins||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001506,Kanwa-Potassium Salt,Supplement,kanwa potassium salt,,,,,kanwa potassium salt||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001507,Unspecified,Other Ingredients,unspecified,,,,,unspecified||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001508,Lactobacillus plantarum,Prebiotic,lactobacillus plantarum,,,,,lactobacillus plantarum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001509,Potassium Humate,Supplement,potassium humate,,,,,potassium humate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001513,Microchloa caffra,Forage Plants,microchloa caffra,,,,,microchloa caffra||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001514,Pogonarthria squarrosa,Forage Plants,pogonarthria squarrosa,,,,,pogonarthria squarrosa||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001516,Schizachyrium exile,Forage Plants,schizachyrium exile,,,,,schizachyrium exile||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001517,Schizachyrium jeffreysii,Forage Plants,schizachyrium jeffreysii,,,,,schizachyrium jeffreysii||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001518,Schoenefeldia gracilis,Forage Plants,schoenefeldia gracilis,,,,,schoenefeldia gracilis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001520,Stipa parviflora,Forage Plants,stipa parviflora,,,,,stipa parviflora||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001521,Stipa tenacissima,Forage Plants,stipa tenacissima,,,,,stipa tenacissima||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001522,Tripsacum,Forage Plants,tripsacum,,,,,tripsacum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001523,Tripsacum laxum,Forage Plants,tripsacum laxum,,,,,tripsacum laxum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001524,Piliostigma thonningii,Forage Plants,piliostigma thonningii,,,,,piliostigma thonningii||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001525,Piliostigma thonningii Leaves,Forage Plants,piliostigma thonningii,Leaf,,,,piliostigma thonningii|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001526,Lotus corniculatus,Forage Plants,lotus corniculatus,,,,,lotus corniculatus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001527,Centrosema molle,Forage Plants,centrosema molle,,,,,centrosema molle||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001528,Centrosema molle Leaves,Forage Plants,centrosema molle,Leaf,,,,centrosema molle|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001529,Trifolium,Forage Plants,trifolium,,,,,trifolium||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001530,Psophocarpus scandens,Forage Plants,psophocarpus scandens,,,,,psophocarpus scandens||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001531,Psophocarpus scandens Leaves,Forage Plants,psophocarpus scandens,Leaf,,,,psophocarpus scandens|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001532,Spermacoce stachydea,Forage Plants,spermacoce stachydea,,,,,spermacoce stachydea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001533,Amaranthus cruentus,Forage Plants,amaranthus cruentus,,,,,amaranthus cruentus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001534,Amaranthus cruentus Leaves Ground,Forage Plants,amaranthus cruentus,Leaf,Grinding,,,amaranthus cruentus|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001535,Atriplex halimus,Forage Plants,atriplex halimus,,,,,atriplex halimus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001536,Chromolaena odorata,Forage Plants,chromolaena odorata,,,,,chromolaena odorata||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001537,Commelina benghalensis,Forage Plants,commelina benghalensis,,,,,commelina benghalensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001538,Crossopterix febrifuga,Forage Plants,crossopterix febrifuga,,,,,crossopterix febrifuga||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001539,Cyperaceae,Forage Plants,cyperaceae,,,,,cyperaceae||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001540,Cyperus elegantulus,Forage Plants,cyperus elegantulus,,,,,cyperus elegantulus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001541,Cyperus rotundus,Forage Plants,cyperus rotundus,,,,,cyperus rotundus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001542,Euphorbia heterophylla,Forage Plants,euphorbia heterophylla,,,,,euphorbia heterophylla||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001543,Fabaceae,Forage Plants,fabaceae,,,,,fabaceae||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001548,Trifolium repens,Forage Plants,trifolium repens,,,,,trifolium repens||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001549,Talinium triangulare,Forage Plants,talinium triangulare,,,,,talinium triangulare||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001550,Talinium triangulare Leaves,Forage Plants,talinium triangulare,Leaf,,,,talinium triangulare|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001551,Tribulus terrestris,Forage Plants,tribulus terrestris,,,,,tribulus terrestris||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001552,Water Hyacinth Fermented,Forage Plants,water hyacinth,,Fermentation,,,water hyacinth||Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001554,Water Hyacinth Molasses Fermented,Forage Plants,water hyacinth molasses,,Fermentation,,,water hyacinth molasses||Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001555,Water Hyacinth Yeast Fermented,Forage Plants,water hyacinth yeast,,Fermentation,,,water hyacinth yeast||Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001556,Lemna,Forage Plants,lemna,,,,,lemna||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001557,Lemna minor,Forage Plants,lemna minor,,,,,lemna minor||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001558,Potamogeton lucens,Forage Plants,potamogeton lucens,,,,,potamogeton lucens||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001559,Potamogeton lucens Leaves,Forage Plants,potamogeton lucens,Leaf,,,,potamogeton lucens|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001560,Potamogeton lucens Pods,Forage Plants,potamogeton lucens,Pod,,,,potamogeton lucens|Pod|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001561,Ulva lactuca,Forage Plants,ulva lactuca,,,,,ulva lactuca||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001562,Ulva armoricana,Forage Plants,ulva armoricana,,,,,ulva armoricana||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001563,Ulva rigida,Forage Plants,ulva rigida,,,,,ulva rigida||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001564,Ulva rigida Ground,Forage Plants,ulva rigida,,Grinding,,,ulva rigida||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001565,Vallisneria aethiopica,Forage Plants,vallisneria aethiopica,,,,,vallisneria aethiopica||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001567,Adansonia digitata,Forage Plants,adansonia digitata,,,,,adansonia digitata||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001568,Adansonia digitata Seed Cake,Forage Plants,adansonia digitata,Seed,,Cake,,adansonia digitata|Seed||Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001569,Asteriscus maritimus,Forage Plants,asteriscus maritimus,,,,,asteriscus maritimus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001570,Atractylis cancellata,Forage Plants,atractylis cancellata,,,,,atractylis cancellata||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001571,Protein,Supplement,protein,,,,,protein||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001572,Casein,Supplement,casein,,,,,casein||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001573,Catha edulis,Forage Plants,catha edulis,,,,,catha edulis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001574,Catha edulis Residue,Forage Plants,catha edulis residue,,,,,catha edulis residue||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001575,Crotalaria ochroleuca,Forage Plants,crotalaria ochroleuca,,,,,crotalaria ochroleuca||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001577,Carbohydrate,Supplement,carbohydrate,,,,,carbohydrate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001578,Dextrin,Supplement,dextrin,,,,,dextrin||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001579,Elancoban,Preformulated Feed,elancoban,,,,,elancoban||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001581,Andropogon gayanus Dried,Forage Plants,andropogon gayanus,,Drying,,,andropogon gayanus||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001582,Soybean,Crop Product,soybean,,,,,soybean||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001583,Soybean Autoclaved Ground,Crop Product,soybean,,Autoclaving;Grinding,,,soybean||Autoclaving;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001586,Soybean Oil,Crop Product,soybean,,,Oil,,soybean|||Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001588,Ficus,Forage Plants,ficus,,,,,ficus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001590,Acacia angustissima Dried,Forage Plants,acacia angustissima,,Drying,,,acacia angustissima||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001591,Acacia angustissima Leaves,Forage Plants,acacia angustissima,Leaf,,,,acacia angustissima|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001592,Acacia angusitissima Leaves Dried Ensiled,Forage Plants,acacia angusitissima,Leaf,Drying;Ensiling,,,acacia angusitissima|Leaf|Drying;Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001593,Acacia nilotica Leaves,Forage Plants,acacia nilotica,Leaf,,,,acacia nilotica|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001594,Acacia nilotica Leaves Dried,Forage Plants,acacia nilotica,Leaf,Drying,,,acacia nilotica|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001595,Acacia nilotica Pods,Forage Plants,acacia nilotica,Pod,,,,acacia nilotica|Pod|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001596,Acacia nilotica Pods Dried,Forage Plants,acacia nilotica,Pod,Drying,,,acacia nilotica|Pod|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
