concept_id,scheme_id,module,concept_type,notation,status,hierarchy_level,derived_path,source_row
AOM_006058,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006058,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Dried Ensiled Wilted,693
AOM_001803,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001803,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Dried Ground,694
AOM_006056,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006056,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Dried Wilted,695
AOM_006054,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006054,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Ensiled,696
AOM_006215,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006215,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Enzyme Treated Ground,697
AOM_006057,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006057,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Grated Pressed,698
AOM_006214,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006214,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Grated Pressed Urea Treated,699
AOM_002027,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002027,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Ground,700
AOM_006216,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006216,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel/Cassava Peel Urea Treated,701
AOM_002112,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002112,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Peel,702
AOM_002029,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002029,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Shaft/Cassava Shaft Ground,703
AOM_000638,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000638,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Shaft,704
AOM_006162,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006162,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Sieviate/Cassava Sieviate Dried Fermented Ground,705
AOM_006404,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006404,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Sieviate/Cassava Sieviate Dried Ground,706
AOM_003911,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003911,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Sieviate,707
AOM_006163,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006163,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Starch Residue/Cassava Starch Residue Dried Fermented Ground,708
AOM_003978,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003978,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Starch Residue,709
AOM_006059,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006059,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Tuber/Cassava Tuber Dried Ground,710
AOM_003917,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003917,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Vinasse,711
AOM_006402,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006402,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Waste/Cassava Waste Dried Fermented,712
AOM_001251,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001251,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Waste,713
AOM_000639,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000639,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Concentrate Cassava Bran Fish Waste,714
AOM_001953,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001953,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Potato/Potato Hash/Potato Hash Ensiled,715
AOM_001281,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001281,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Potato/Potato Hash,716
AOM_001777,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001777,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Potato/Potato Processing Waste,717
AOM_006263,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006263,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Peels/Sweet Potato Peels Dried,718
AOM_002101,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002101,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Peels,719
AOM_003853,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003853,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Vine/Sweet Potato Vine Dried,720
AOM_001954,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001954,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Vine/Sweet Potato Vine Ensiled,721
AOM_006403,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006403,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Vine/Sweet Potato Vine Ensiled Wilted,722
AOM_001268,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001268,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Vine/Sweet Potato Vine Wilted,723
AOM_001267,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001267,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Sweet Potato/Sweet Potato Vine,724
AOM_001650,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001650,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Taro/Taro Leaves/Taro Leaves Boiled Dried,725
AOM_001266,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001266,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Taro/Taro Leaves,726
AOM_006262,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006262,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Taro/Taro Root/Taro Root Dried Ground,727
AOM_003266,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003266,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Taro/Taro Root,728
AOM_001651,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001651,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Yam/Yam Peels/Yam Peels Dried,729
AOM_002030,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002030,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Yam/Yam Peels/Yam Peels Dried Ground,730
AOM_000640,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000640,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Yam/Yam Peels,731
AOM_000644,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000644,staging,7,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts,732
AOM_006270,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006270,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet/Sugar Beet Crushed,733
AOM_003482,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003482,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet,734
AOM_00672,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_00672,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet Leaves/Sugar Beet Leaves Ensiled Wilted,735
AOM_003492,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003492,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet Leaves,736
AOM_001482,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001482,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet Molasses,737
AOM_006271,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006271,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet Pulp/Sugar Beet Pulp Dried,738
AOM_001483,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001483,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet Pulp,739
AOM_006266,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006266,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Bagasse/Sugarcane Bagasse Ensiled,740
AOM_006267,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006267,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Bagasse/Sugarcane Bagasse Enzyme Treated,741
AOM_006268,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006268,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Bagasse/Sugarcane Bagasse Fermented,742
AOM_006269,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006269,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Bagasse/Sugarcane Bagasse Ground,743
AOM_002166,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002166,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Bagasse,744
AOM_000642,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000642,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Molasses,745
AOM_006264,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006264,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Peel/Sugarcane Peel Dried Ground,746
AOM_002344,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002344,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Peel,747
AOM_006004,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006004,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Molasses/Molasses Ground,748
AOM_006003,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006003,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Molasses,749
AOM_001274,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001274,staging,7,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Unspecified Crop Bran,750
AOM_001273,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001273,staging,7,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Unspecified Crop Residue,751
AOM_001300,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001300,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Arugula/Arugula Seed Ground,752
AOM_001955,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001955,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Cabbage/Cabbage Discards/Cabbage Discards Dried,753
AOM_001842,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001842,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Cabbage/Cabbage Discards,754
AOM_002167,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002167,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Carrot/Carrot Waste,755
AOM_001436,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001436,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Tomato/Tomato Skin Seed,756
AOM_001957,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001957,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Tomato/Tomato Waste/Tomato Waste Dried,757
AOM_001956,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001956,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Tomato/Tomato Waste,758
AOM_001916,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001916,staging,6,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct,759
AOM_002107,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002107,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cash Crops Products/Cocoa/Cocoa Bean,760
AOM_002106,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002106,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cash Crops Products/Cocoa/Cocoa Bean Cake,761
AOM_001323,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001323,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cash Crops Products/Coffee/Coffee Ground Roasted,762
AOM_003323,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003323,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cash Crops Products/Sugar,763
AOM_000662,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000662,staging,7,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products,764
AOM_000647,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000647,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Grain/Barley Grain Crushed,765
AOM_006033,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006033,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Grain,766
AOM_001613,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001613,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Ground,767
AOM_006034,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006034,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Sprouted Grain,768
AOM_001202,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001202,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley,769
AOM_000648,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000648,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize,770
AOM_002108,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002108,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Cracked,771
AOM_002119,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002119,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Crushed,772
AOM_001326,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001326,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Ensiled,773
AOM_000570,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000570,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Extruded,774
AOM_001656,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001656,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Dried Ground,775
AOM_002031,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002031,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Dried Ground Heated,776
AOM_006164,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006164,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Grain Crushed,777
AOM_001679,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001679,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Grain Ground,778
AOM_000649,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000649,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain,779
AOM_001674,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001674,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Ground,780
AOM_000651,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000651,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Oil,781
AOM_001289,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001289,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Starch,782
AOM_006072,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006072,deprecated,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Whole/Maize Whole Ensiled,783
AOM_001324,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001324,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Whole/Maize Whole Ground,784
AOM_001313,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001313,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Whole,785
AOM_004003,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_004003,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize Yellow/Maize Yellow Grain,786
AOM_004002,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_004002,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize Yellow,787
AOM_000654,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000654,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Millet,788
AOM_001355,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001355,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Ensiled,789
AOM_001959,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001959,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Grain/Oat Grain Dried Wilted,790
AOM_001331,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001331,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Grain,791
AOM_001332,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001332,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Ground,792
AOM_001895,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001895,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat,793
AOM_001334,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001334,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Pearl Millet,794
AOM_006156,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_006156,staging,10,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Rice/Rice Grain/Rice Grain Ground,795
AOM_000655,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000655,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Rice/Rice Grain,796
AOM_000656,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000656,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Rice/Whole Rice Ground,797
AOM_001339,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001339,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum/Sorghum Ensiled,798
AOM_000657,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000657,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum/Sorghum Grain,799
AOM_001365,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001365,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum/Sorghum Sprout,800
AOM_001316,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001316,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum,801
AOM_002124,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_002124,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat/Wheat Crushed,802
AOM_001346,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001346,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat/Wheat Ground,803
AOM_000660,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000660,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat/Wheat Whole Ground,804
AOM_001319,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001319,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat,805
AOM_000665,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000665,staging,7,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Fruit Product,806
AOM_000664,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000664,staging,9,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Fruit Product/Avocado/Ripe Avocado,807
AOM_001201,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_001201,staging,8,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Fruit Product/Avocado,808
