concept_id,scheme_id,module,concept_type,notation,status,hierarchy_level,derived_path,source_row
AOM_000846,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000846,staging,1,Farming System,2
AOM_000847,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000847,staging,2,Farming System/livestock system,3
AOM_000864,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000864,staging,6,Farming System/livestock system/aquatic/production orientation/reproducers/wild caught reproducers,4
AOM_000849,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000849,staging,3,Farming System/livestock system/aquatic system,5
AOM_000885,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000885,staging,4,Farming System/livestock system/aquatic system/living environment,6
AOM_000886,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000886,staging,5,Farming System/livestock system/aquatic system/living environment/closed water,7
AOM_000888,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000888,staging,6,Farming System/livestock system/aquatic system/living environment/closed water/pond,8
AOM_000887,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000887,staging,6,Farming System/livestock system/aquatic system/living environment/closed water/tank,9
AOM_000889,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000889,staging,5,Farming System/livestock system/aquatic system/living environment/open water,10
AOM_000890,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000890,staging,6,Farming System/livestock system/aquatic system/living environment/open water/cage,11
AOM_000891,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000891,staging,7,Farming System/livestock system/aquatic system/living environment/open water/cage/floating cage,12
AOM_000892,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000892,staging,7,Farming System/livestock system/aquatic system/living environment/open water/cage/submerged cage,13
AOM_000855,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000855,staging,4,Farming System/livestock system/aquatic system/production orientation,14
AOM_000856,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000856,staging,5,Farming System/livestock system/aquatic system/production orientation/caviar,15
AOM_000857,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000857,staging,5,Farming System/livestock system/aquatic system/production orientation/eggs,16
AOM_000858,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000858,staging,5,Farming System/livestock system/aquatic system/production orientation/larvae,17
AOM_000859,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000859,staging,6,Farming System/livestock system/aquatic system/production orientation/larvae/domesticated larvae,18
AOM_000860,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000860,staging,6,Farming System/livestock system/aquatic system/production orientation/larvae/wild caught larvae,19
AOM_000861,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000861,staging,5,Farming System/livestock system/aquatic system/production orientation/meat,20
AOM_000862,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000862,staging,5,Farming System/livestock system/aquatic system/production orientation/reproducers,21
AOM_000863,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000863,staging,6,Farming System/livestock system/aquatic system/production orientation/reproducers/domesticated reproducers,22
AOM_000865,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000865,staging,4,Farming System/livestock system/aquatic system/rearing stage,23
AOM_000866,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000866,staging,5,Farming System/livestock system/aquatic system/rearing stage/broodstock,24
AOM_000867,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000867,staging,5,Farming System/livestock system/aquatic system/rearing stage/growing,25
AOM_000868,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000868,staging,6,Farming System/livestock system/aquatic system/rearing stage/growing/grower-finisher,26
AOM_000869,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000869,staging,5,Farming System/livestock system/aquatic system/rearing stage/juvenile,27
AOM_000870,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000870,staging,6,Farming System/livestock system/aquatic system/rearing stage/juvenile/domesticated juvenile,28
AOM_000871,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000871,staging,6,Farming System/livestock system/aquatic system/rearing stage/juvenile/wild caught juvenile,29
AOM_000872,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000872,staging,5,Farming System/livestock system/aquatic system/rearing stage/newborn,30
AOM_000873,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000873,staging,5,Farming System/livestock system/aquatic system/rearing stage/pre-growout,31
AOM_000893,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000893,staging,4,Farming System/livestock system/aquatic system/species associations,32
AOM_000894,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000894,staging,5,Farming System/livestock system/aquatic system/species associations/mono-species,33
AOM_000895,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000895,staging,6,Farming System/livestock system/aquatic system/species associations/mono-species/group-housing,34
AOM_000896,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000896,staging,6,Farming System/livestock system/aquatic system/species associations/mono-species/individual housing,35
AOM_000897,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000897,staging,5,Farming System/livestock system/aquatic system/species associations/multi-species,36
AOM_000898,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000898,staging,6,Farming System/livestock system/aquatic system/species associations/multi-species/integrated system,37
AOM_000899,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000899,staging,7,Farming System/livestock system/aquatic system/species associations/multi-species/integrated system/aquaponic system,38
AOM_003052,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003052,staging,5,Farming System/livestock system/aquatic system/species associations/Unspecified,39
AOM_000928,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000928,staging,3,Farming System/livestock system/precision livestock farming,40
AOM_000929,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000929,staging,4,Farming System/livestock system/precision livestock farming/animal device,41
AOM_000930,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000930,staging,5,Farming System/livestock system/precision livestock farming/animal device/identification device,42
AOM_000931,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000931,staging,5,Farming System/livestock system/precision livestock farming/animal device/sensor,43
AOM_000848,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000848,staging,3,Farming System/livestock system/terrestrial system,44
AOM_000932,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000932,staging,4,Farming System/livestock system/terrestrial system/grazing,45
AOM_000933,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000933,staging,5,Farming System/livestock system/terrestrial system/grazing/paddocks,46
AOM_000934,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000934,staging,5,Farming System/livestock system/terrestrial system/grazing/set stocking,47
AOM_000935,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000935,staging,5,Farming System/livestock system/terrestrial system/grazing/strip grazing,48
AOM_000900,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000900,staging,4,Farming System/livestock system/terrestrial system/living environment,49
AOM_003029,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003029,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/barn,50
AOM_000912,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000912,staging,10,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/larger space/barn rearing system/cubicle house,51
AOM_003028,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003028,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/pen,52
AOM_003200,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003200,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/shed,53
AOM_000905,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000905,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/stall,54
AOM_000908,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000908,staging,9,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/stall/digestibility stall,55
AOM_000906,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000906,staging,9,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/stall/semi-tied stall,56
AOM_000907,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000907,staging,9,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure/stall/tied stall,57
AOM_003027,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003027,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/indoor rearing structure,58
AOM_003030,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003030,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/loafing area,59
AOM_000914,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000914,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/open housing,60
AOM_003031,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003031,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/outdoor rearing structure,61
AOM_003032,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003032,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/terrestrial cage,62
AOM_003051,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003051,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure/Unspecified,63
AOM_003026,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003026,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing structure/production unit structure,64
AOM_000901,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000901,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/free-range system,65
AOM_000902,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000902,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system,66
AOM_000903,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000903,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/battery cage system,67
AOM_000904,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000904,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/battery cage system/enriched cage system,68
AOM_003024,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003024,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/crate system/digestibility crate system,69
AOM_003023,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003023,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/crate system,70
AOM_000909,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000909,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/larger space,71
AOM_000910,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000910,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/larger space/aviary system,72
AOM_000911,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000911,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/larger space/barn rearing system,73
AOM_000913,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000913,staging,8,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/larger space/pen rearing system,74
AOM_003025,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003025,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/indoor rearing system/non-cage housing system,75
AOM_000915,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000915,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/migratory herding system,76
AOM_000917,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000917,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/migratory herding system/pastoral nomadism system,77
AOM_000916,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000916,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/migratory herding system/pastoralism system,78
AOM_000918,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000918,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/mixed indoor-outdoor,79
AOM_003085,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003085,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/mixed indoor-outdoor/semi-roofed yard,80
AOM_000919,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000919,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/open-front housing system,81
AOM_000920,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000920,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/outdoor rearing system,82
AOM_000921,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000921,staging,7,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/outdoor rearing system/feedlot system,83
AOM_003050,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003050,staging,6,Farming System/livestock system/terrestrial system/living environment/rearing or housing system/Unspecified,84
AOM_003022,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_003022,staging,5,Farming System/livestock system/terrestrial system/living environment/rearing or housing system,85
AOM_000850,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000850,staging,4,Farming System/livestock system/terrestrial system/production orientation,86
AOM_000851,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000851,staging,5,Farming System/livestock system/terrestrial system/production orientation/egg production rearing system,87
AOM_000852,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000852,staging,5,Farming System/livestock system/terrestrial system/production orientation/meat production rearing system,88
AOM_000853,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000853,staging,5,Farming System/livestock system/terrestrial system/production orientation/milk production rearing system,89
AOM_000854,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000854,staging,6,Farming System/livestock system/terrestrial system/production orientation/reproducers production rearing system/domesticated reproducers production rearing system,90
AOM_000874,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000874,staging,4,Farming System/livestock system/terrestrial system/rearing stage,91
AOM_000875,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000875,staging,5,Farming System/livestock system/terrestrial system/rearing stage/gestating,92
AOM_000876,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000876,staging,5,Farming System/livestock system/terrestrial system/rearing stage/growing,93
AOM_000877,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000877,staging,6,Farming System/livestock system/terrestrial system/rearing stage/growing/grower-finisher,94
AOM_000878,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000878,staging,5,Farming System/livestock system/terrestrial system/rearing stage/juvenile,95
AOM_000879,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000879,staging,6,Farming System/livestock system/terrestrial system/rearing stage/juvenile/domesticated juvenile,96
AOM_000880,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000880,staging,6,Farming System/livestock system/terrestrial system/rearing stage/juvenile/wild caught juvenile,97
AOM_000881,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000881,staging,5,Farming System/livestock system/terrestrial system/rearing stage/lactating,98
AOM_000882,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000882,staging,5,Farming System/livestock system/terrestrial system/rearing stage/laying hens,99
AOM_000883,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000883,staging,5,Farming System/livestock system/terrestrial system/rearing stage/newborn,100
AOM_000884,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000884,staging,5,Farming System/livestock system/terrestrial system/rearing stage/pre-growout,101
AOM_000922,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000922,staging,4,Farming System/livestock system/terrestrial system/species associations,102
AOM_000923,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000923,staging,5,Farming System/livestock system/terrestrial system/species associations/mono-species,103
AOM_000924,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000924,staging,6,Farming System/livestock system/terrestrial system/species associations/mono-species/group-housing,104
AOM_000925,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000925,staging,6,Farming System/livestock system/terrestrial system/species associations/mono-species/individual housing,105
AOM_000926,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000926,staging,5,Farming System/livestock system/terrestrial system/species associations/multi-species,106
AOM_000927,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000927,staging,6,Farming System/livestock system/terrestrial system/species associations/multi-species/integrated system,107
AOM_000106,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000106,staging,1,Management,108
AOM_000107,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000107,staging,2,Management/Livestock Management,109
AOM_000356,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000356,staging,3,Management/Livestock Management/Animal Growth Promotant,110
AOM_000170,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000170,staging,4,Management/Livestock Management/Aquasilviculture/Aquasilviculture,111
AOM_000328,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000328,staging,3,Management/Livestock Management/Feed Characteristic,112
AOM_000196,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000196,staging,4,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition,113
AOM_000197,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000197,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Acid Detergent Fibre (ADF),114
AOM_000198,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000198,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Acid Detergent Lignin (ADL),115
AOM_000199,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000199,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids,116
AOM_000200,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000200,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/alanine,117
AOM_000201,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000201,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/arginine,118
AOM_000202,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000202,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/asparagine,119
AOM_000203,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000203,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/aspartate,120
AOM_000204,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000204,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/cysteine,121
AOM_000205,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000205,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/essential amino acid,122
AOM_000206,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000206,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/free amino acid,123
AOM_000207,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000207,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/glutamate,124
AOM_000208,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000208,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/glycine,125
AOM_000209,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000209,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/histidine,126
AOM_000210,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000210,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/isoleucine,127
AOM_000211,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000211,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/leucine,128
AOM_000212,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000212,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/lysine,129
AOM_000213,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000213,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/methionine,130
AOM_000214,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000214,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/non essential amino acid,131
AOM_000215,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000215,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/phenylalanine,132
AOM_000216,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000216,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/proline,133
AOM_000217,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000217,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/protein bound amino acid,134
AOM_000218,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000218,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/serine,135
AOM_000219,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000219,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/threonine,136
AOM_000220,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000220,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/total amino acids,137
AOM_000221,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000221,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/tryptophan,138
AOM_000222,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000222,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/tyrosine,139
AOM_000223,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000223,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/valine,140
AOM_000225,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000225,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Ammonia,141
AOM_000226,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000226,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Ash,142
AOM_000228,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000228,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Carbohydrate,143
AOM_000229,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000229,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Carbon,144
AOM_000230,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000230,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Carbon:Nitrogen (C/N) Ratio,145
AOM_000231,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000231,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Celluose,146
AOM_000232,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000232,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Chlore,147
AOM_000233,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000233,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Choline,148
AOM_000235,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000235,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Condensed Tannins,149
AOM_000237,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000237,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Crude Fat,150
AOM_000238,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000238,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Crude Fibre,151
AOM_000239,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000239,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Crude Protein,152
AOM_000240,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000240,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Dry Matter,153
AOM_000244,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000244,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Energy Content,154
AOM_000241,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000241,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Energy Content/Gross Energy (GE),155
AOM_000242,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000242,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Energy Content/Metabolizable Energy (ME),156
AOM_000243,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000243,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Energy Content/Net Energy (NE),157
AOM_000245,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000245,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Ether Extract (EE),158
AOM_000246,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000246,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Fatty Acids (FA),159
AOM_000247,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000247,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Feed Lactate,160
AOM_000248,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000248,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Hemicellulose,161
AOM_000249,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000249,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Insoluble Fibre,162
AOM_000252,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000252,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Lignin,163
AOM_000190,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000190,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Measurement Method,164
AOM_000187,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000187,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Measurement Method/Dry Matter,165
AOM_000188,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000188,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Measurement Method/Estimated,166
AOM_000189,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000189,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Measurement Method/Measured,167
AOM_000255,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000255,staging,5,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Microbial Nitrogen,168
AOM_000227,aom-livestock-v2,aom-livestock,legacy_aom_concept,AOM_000227,staging,6,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Calcium,169
