subject_id,relation_type,object_id,status
AOM_001848,broader,AOM_001847,derived-from-levels
AOM_001907,broader,AOM_001896,derived-from-levels
AOM_001906,broader,AOM_001896,derived-from-levels
AOM_002228,broader,AOM_000667,derived-from-levels
AOM_000607,broader,AOM_003072,derived-from-levels
AOM_001193,broader,AOM_003072,derived-from-levels
AOM_003072,broader,AOM_000667,derived-from-levels
AOM_002226,broader,AOM_000667,derived-from-levels
AOM_001582,broader,AOM_000667,derived-from-levels
AOM_001583,broader,AOM_001582,derived-from-levels
AOM_002129,broader,AOM_001582,derived-from-levels
AOM_002033,broader,AOM_001317,derived-from-levels
AOM_001317,broader,AOM_001582,derived-from-levels
AOM_001960,broader,AOM_001582,derived-from-levels
AOM_001364,broader,AOM_001582,derived-from-levels
AOM_000613,broader,AOM_001582,derived-from-levels
AOM_000668,broader,AOM_001582,derived-from-levels
AOM_001586,broader,AOM_001582,derived-from-levels
AOM_001779,broader,AOM_001778,derived-from-levels
AOM_001778,broader,AOM_001582,derived-from-levels
AOM_000670,broader,AOM_001582,derived-from-levels
AOM_002219,broader,AOM_006180,derived-from-levels
AOM_006180,broader,AOM_000667,derived-from-levels
AOM_002125,broader,AOM_002116,derived-from-levels
AOM_002126,broader,AOM_002116,derived-from-levels
AOM_012120,broader,AOM_002116,derived-from-levels
AOM_002116,broader,AOM_002115,derived-from-levels
AOM_002115,broader,AOM_000667,derived-from-levels
AOM_001347,broader,AOM_001752,derived-from-levels
AOM_001348,broader,AOM_001752,derived-from-levels
AOM_001309,broader,AOM_000677,derived-from-levels
AOM_001308,broader,AOM_001309,derived-from-levels
AOM_001185,broader,AOM_000677,derived-from-levels
AOM_001333,broader,AOM_000677,derived-from-levels
AOM_001961,broader,AOM_000672,derived-from-levels
AOM_001897,broader,AOM_000677,derived-from-levels
AOM_000673,broader,AOM_000677,derived-from-levels
AOM_000674,broader,AOM_000673,derived-from-levels
AOM_000675,broader,AOM_002208,derived-from-levels
AOM_002208,broader,AOM_000673,derived-from-levels
AOM_000676,broader,AOM_000677,derived-from-levels
AOM_002035,broader,AOM_000679,derived-from-levels
AOM_002034,broader,AOM_000679,derived-from-levels
AOM_006060,broader,AOM_000679,derived-from-levels
AOM_001282,broader,AOM_000681,derived-from-levels
AOM_000680,broader,AOM_000681,derived-from-levels
AOM_001840,broader,AOM_000680,derived-from-levels
AOM_001909,broader,AOM_001357,derived-from-levels
AOM_001782,broader,AOM_001781,derived-from-levels
AOM_001781,broader,AOM_001780,derived-from-levels
AOM_006327,broader,AOM_003887,derived-from-levels
AOM_002036,broader,AOM_001256,derived-from-levels
AOM_001270,broader,AOM_001256,derived-from-levels
AOM_001257,broader,AOM_001256,derived-from-levels
AOM_001661,broader,AOM_001359,derived-from-levels
AOM_006238,broader,AOM_003359,derived-from-levels
AOM_001784,broader,AOM_001783,derived-from-levels
AOM_001783,broader,AOM_001360,derived-from-levels
AOM_001662,broader,AOM_001360,derived-from-levels
AOM_000683,broader,AOM_000735,derived-from-levels
AOM_002037,broader,AOM_001556,derived-from-levels
AOM_001556,broader,AOM_000683,derived-from-levels
AOM_001557,broader,AOM_000683,derived-from-levels
AOM_001962,broader,AOM_001559,derived-from-levels
AOM_001559,broader,AOM_001558,derived-from-levels
AOM_001963,broader,AOM_001560,derived-from-levels
AOM_001560,broader,AOM_001558,derived-from-levels
AOM_001558,broader,AOM_000683,derived-from-levels
AOM_001851,broader,AOM_000683,derived-from-levels
AOM_001964,broader,AOM_001851,derived-from-levels
AOM_006022,broader,AOM_001851,derived-from-levels
AOM_001562,broader,AOM_000683,derived-from-levels
AOM_001561,broader,AOM_000683,derived-from-levels
AOM_001664,broader,AOM_001563,derived-from-levels
AOM_001564,broader,AOM_001563,derived-from-levels
AOM_001563,broader,AOM_000683,derived-from-levels
AOM_001565,broader,AOM_000683,derived-from-levels
AOM_000682,broader,AOM_000683,derived-from-levels
AOM_002131,broader,AOM_000682,derived-from-levels
AOM_001852,broader,AOM_000682,derived-from-levels
AOM_001552,broader,AOM_000682,derived-from-levels
AOM_001554,broader,AOM_000682,derived-from-levels
AOM_001555,broader,AOM_000682,derived-from-levels
AOM_000701,broader,AOM_000735,derived-from-levels
AOM_006039,broader,AOM_001379,derived-from-levels
AOM_001379,broader,AOM_000701,derived-from-levels
AOM_001382,broader,AOM_000701,derived-from-levels
AOM_002216,broader,AOM_000701,derived-from-levels
AOM_001581,broader,AOM_001380,derived-from-levels
AOM_001381,broader,AOM_001380,derived-from-levels
AOM_006103,broader,AOM_001380,derived-from-levels
AOM_001380,broader,AOM_000701,derived-from-levels
AOM_001383,broader,AOM_000701,derived-from-levels
AOM_006021,broader,AOM_000701,derived-from-levels
AOM_001456,broader,AOM_000701,derived-from-levels
AOM_001457,broader,AOM_000701,derived-from-levels
AOM_001459,broader,AOM_001458,derived-from-levels
AOM_001458,broader,AOM_000701,derived-from-levels
AOM_001460,broader,AOM_000701,derived-from-levels
AOM_001396,broader,AOM_001395,derived-from-levels
AOM_006045,broader,AOM_001395,derived-from-levels
AOM_001395,broader,AOM_000701,derived-from-levels
AOM_006044,broader,AOM_001397,derived-from-levels
AOM_001620,broader,AOM_001397,derived-from-levels
AOM_001397,broader,AOM_000701,derived-from-levels
AOM_006046,broader,AOM_001385,derived-from-levels
AOM_001385,broader,AOM_000701,derived-from-levels
AOM_006159,broader,AOM_003385,derived-from-levels
AOM_003385,broader,AOM_000701,derived-from-levels
AOM_006047,broader,AOM_001398,derived-from-levels
AOM_001398,broader,AOM_000701,derived-from-levels
AOM_001399,broader,AOM_000701,derived-from-levels
AOM_000686,broader,AOM_000701,derived-from-levels
AOM_001400,broader,AOM_000686,derived-from-levels
AOM_001401,broader,AOM_000701,derived-from-levels
AOM_006065,broader,AOM_001402,derived-from-levels
AOM_001635,broader,AOM_001633,derived-from-levels
AOM_001633,broader,AOM_001402,derived-from-levels
AOM_001634,broader,AOM_001402,derived-from-levels
AOM_001402,broader,AOM_000701,derived-from-levels
AOM_002038,broader,AOM_000701,derived-from-levels
AOM_001649,broader,AOM_001462,derived-from-levels
AOM_001462,broader,AOM_000701,derived-from-levels
AOM_001464,broader,AOM_000701,derived-from-levels
AOM_006075,broader,AOM_001461,derived-from-levels
AOM_001461,broader,AOM_000701,derived-from-levels
AOM_006074,broader,AOM_001465,derived-from-levels
AOM_001465,broader,AOM_000701,derived-from-levels
AOM_003103,broader,AOM_000701,derived-from-levels
AOM_000687,broader,AOM_000701,derived-from-levels
AOM_002229,broader,AOM_000701,derived-from-levels
AOM_000688,broader,AOM_003916,derived-from-levels
AOM_003916,broader,AOM_000701,derived-from-levels
AOM_001388,broader,AOM_000701,derived-from-levels
AOM_001389,broader,AOM_000701,derived-from-levels
AOM_001390,broader,AOM_000701,derived-from-levels
AOM_006092,broader,AOM_001391,derived-from-levels
AOM_001391,broader,AOM_000701,derived-from-levels
AOM_001392,broader,AOM_000701,derived-from-levels
AOM_001466,broader,AOM_000701,derived-from-levels
AOM_006088,broader,AOM_002238,derived-from-levels
AOM_002238,broader,AOM_000701,derived-from-levels
AOM_001467,broader,AOM_000701,derived-from-levels
AOM_001785,broader,AOM_000701,derived-from-levels
AOM_006091,broader,AOM_001786,derived-from-levels
AOM_001786,broader,AOM_000701,derived-from-levels
AOM_001468,broader,AOM_000701,derived-from-levels
AOM_001787,broader,AOM_001393,derived-from-levels
AOM_006368,broader,AOM_001393,derived-from-levels
AOM_006093,broader,AOM_001393,derived-from-levels
AOM_001393,broader,AOM_000701,derived-from-levels
AOM_001469,broader,AOM_000701,derived-from-levels
AOM_006094,broader,AOM_000701,derived-from-levels
AOM_001470,broader,AOM_000701,derived-from-levels
AOM_006097,broader,AOM_000701,derived-from-levels
AOM_003907,broader,AOM_000701,derived-from-levels
AOM_001965,broader,AOM_001809,derived-from-levels
AOM_000692,broader,AOM_001809,derived-from-levels
AOM_001809,broader,AOM_000701,derived-from-levels
AOM_000693,broader,AOM_000701,derived-from-levels
AOM_001471,broader,AOM_000701,derived-from-levels
AOM_006117,broader,AOM_001472,derived-from-levels
AOM_001472,broader,AOM_000701,derived-from-levels
AOM_001404,broader,AOM_006369,derived-from-levels
AOM_006369,broader,AOM_000701,derived-from-levels
AOM_001473,broader,AOM_000701,derived-from-levels
AOM_006119,broader,AOM_000701,derived-from-levels
AOM_001663,broader,AOM_001405,derived-from-levels
AOM_001405,broader,AOM_000701,derived-from-levels
AOM_001474,broader,AOM_000701,derived-from-levels
AOM_001788,broader,AOM_000701,derived-from-levels
AOM_001853,broader,AOM_000701,derived-from-levels
AOM_002234,broader,AOM_000701,derived-from-levels
AOM_001475,broader,AOM_000701,derived-from-levels
AOM_001476,broader,AOM_000701,derived-from-levels
AOM_001477,broader,AOM_000701,derived-from-levels
AOM_001478,broader,AOM_000701,derived-from-levels
AOM_000695,broader,AOM_000701,derived-from-levels
AOM_002039,broader,AOM_001479,derived-from-levels
AOM_001676,broader,AOM_001479,derived-from-levels
AOM_003912,broader,AOM_001479,derived-from-levels
AOM_006115,broader,AOM_001479,derived-from-levels
AOM_001479,broader,AOM_000701,derived-from-levels
AOM_001481,broader,AOM_000701,derived-from-levels
AOM_001513,broader,AOM_000701,derived-from-levels
AOM_006236,broader,AOM_000701,derived-from-levels
AOM_006277,broader,AOM_003677,derived-from-levels
AOM_003677,broader,AOM_000701,derived-from-levels
AOM_001677,broader,AOM_001407,derived-from-levels
AOM_006276,broader,AOM_001407,derived-from-levels
AOM_001408,broader,AOM_001407,derived-from-levels
AOM_001709,broader,AOM_001407,derived-from-levels
AOM_001407,broader,AOM_000701,derived-from-levels
AOM_000697,broader,AOM_001789,derived-from-levels
AOM_000698,broader,AOM_000697,derived-from-levels
AOM_001789,broader,AOM_000701,derived-from-levels
AOM_006280,broader,AOM_001443,derived-from-levels
AOM_001443,broader,AOM_000701,derived-from-levels
AOM_001713,broader,AOM_001409,derived-from-levels
AOM_001714,broader,AOM_001409,derived-from-levels
AOM_001410,broader,AOM_001409,derived-from-levels
AOM_001411,broader,AOM_001409,derived-from-levels
AOM_001966,broader,AOM_002040,derived-from-levels
AOM_002040,broader,AOM_001409,derived-from-levels
AOM_001409,broader,AOM_000701,derived-from-levels
AOM_001412,broader,AOM_000701,derived-from-levels
AOM_001717,broader,AOM_001413,derived-from-levels
AOM_001718,broader,AOM_001413,derived-from-levels
AOM_001413,broader,AOM_000701,derived-from-levels
AOM_001441,broader,AOM_000701,derived-from-levels
AOM_000689,broader,AOM_000701,derived-from-levels
AOM_001721,broader,AOM_000689,derived-from-levels
AOM_001681,broader,AOM_000689,derived-from-levels
AOM_006279,broader,AOM_000689,derived-from-levels
AOM_001720,broader,AOM_000689,derived-from-levels
AOM_006141,broader,AOM_000689,derived-from-levels
AOM_001444,broader,AOM_000701,derived-from-levels
AOM_001445,broader,AOM_000701,derived-from-levels
AOM_001854,broader,AOM_000701,derived-from-levels
AOM_001855,broader,AOM_000701,derived-from-levels
AOM_001514,broader,AOM_000701,derived-from-levels
AOM_002132,broader,AOM_000701,derived-from-levels
AOM_001689,broader,AOM_001516,derived-from-levels
AOM_001516,broader,AOM_000701,derived-from-levels
AOM_001517,broader,AOM_000701,derived-from-levels
AOM_001692,broader,AOM_001518,derived-from-levels
AOM_001518,broader,AOM_000701,derived-from-levels
AOM_006315,broader,AOM_001446,derived-from-levels
AOM_001446,broader,AOM_000701,derived-from-levels
AOM_006272,broader,AOM_001448,derived-from-levels
AOM_001448,broader,AOM_000701,derived-from-levels
AOM_001449,broader,AOM_000701,derived-from-levels
AOM_001900,broader,AOM_000701,derived-from-levels
AOM_001520,broader,AOM_000701,derived-from-levels
AOM_001743,broader,AOM_001521,derived-from-levels
AOM_001521,broader,AOM_000701,derived-from-levels
AOM_006257,broader,AOM_001450,derived-from-levels
AOM_006256,broader,AOM_001450,derived-from-levels
AOM_001450,broader,AOM_000701,derived-from-levels
AOM_001522,broader,AOM_000701,derived-from-levels
AOM_001523,broader,AOM_000701,derived-from-levels
AOM_006251,broader,AOM_003104,derived-from-levels
AOM_003104,broader,AOM_000701,derived-from-levels
AOM_001452,broader,AOM_000701,derived-from-levels
AOM_001455,broader,AOM_000701,derived-from-levels
AOM_006250,broader,AOM_003931,derived-from-levels
AOM_003931,broader,AOM_000701,derived-from-levels
AOM_001912,broader,AOM_000701,derived-from-levels
AOM_001911,broader,AOM_001912,derived-from-levels
AOM_001910,broader,AOM_001912,derived-from-levels
AOM_006242,broader,AOM_001912,derived-from-levels
AOM_006252,broader,AOM_001912,derived-from-levels
AOM_000700,broader,AOM_000701,derived-from-levels
AOM_001454,broader,AOM_001453,derived-from-levels
AOM_001453,broader,AOM_000701,derived-from-levels
AOM_000718,broader,AOM_000735,derived-from-levels
AOM_002207,broader,AOM_002206,derived-from-levels
AOM_002206,broader,AOM_000718,derived-from-levels
AOM_001590,broader,AOM_000703,derived-from-levels
AOM_001592,broader,AOM_001591,derived-from-levels
AOM_001591,broader,AOM_000703,derived-from-levels
AOM_000703,broader,AOM_000718,derived-from-levels
AOM_006016,broader,AOM_003703,derived-from-levels
AOM_001755,broader,AOM_000718,derived-from-levels
AOM_006017,broader,AOM_001756,derived-from-levels
AOM_001757,broader,AOM_001756,derived-from-levels
AOM_001756,broader,AOM_001755,derived-from-levels
AOM_001759,broader,AOM_001758,derived-from-levels
AOM_001758,broader,AOM_001755,derived-from-levels
AOM_001118,broader,AOM_000718,derived-from-levels
AOM_002202,broader,AOM_002201,derived-from-levels
AOM_002201,broader,AOM_000718,derived-from-levels
AOM_001762,broader,AOM_001761,derived-from-levels
AOM_001761,broader,AOM_001760,derived-from-levels
AOM_001760,broader,AOM_000718,derived-from-levels
AOM_006018,broader,AOM_001764,derived-from-levels
AOM_001765,broader,AOM_001764,derived-from-levels
AOM_001764,broader,AOM_001763,derived-from-levels
AOM_001763,broader,AOM_000718,derived-from-levels
AOM_006356,broader,AOM_003105,derived-from-levels
AOM_006357,broader,AOM_003105,derived-from-levels
AOM_003105,broader,AOM_000718,derived-from-levels
AOM_003106,broader,AOM_003105,derived-from-levels
AOM_000704,broader,AOM_000718,derived-from-levels
AOM_001594,broader,AOM_001593,derived-from-levels
AOM_001804,broader,AOM_001593,derived-from-levels
AOM_001593,broader,AOM_000704,derived-from-levels
AOM_001596,broader,AOM_001595,derived-from-levels
AOM_001595,broader,AOM_000704,derived-from-levels
AOM_001767,broader,AOM_001766,derived-from-levels
AOM_001768,broader,AOM_001767,derived-from-levels
AOM_001766,broader,AOM_000718,derived-from-levels
AOM_001857,broader,AOM_001119,derived-from-levels
AOM_006358,broader,AOM_001120,derived-from-levels
AOM_001120,broader,AOM_001119,derived-from-levels
AOM_001119,broader,AOM_000718,derived-from-levels
AOM_001597,broader,AOM_001123,derived-from-levels
AOM_006036,broader,AOM_001123,derived-from-levels
AOM_001123,broader,AOM_001121,derived-from-levels
AOM_001598,broader,AOM_001122,derived-from-levels
AOM_001122,broader,AOM_001121,derived-from-levels
AOM_001121,broader,AOM_000718,derived-from-levels
AOM_006037,broader,AOM_003908,derived-from-levels
AOM_000705,broader,AOM_000718,derived-from-levels
AOM_001599,broader,AOM_000705,derived-from-levels
AOM_002042,broader,AOM_002041,derived-from-levels
AOM_002043,broader,AOM_002041,derived-from-levels
AOM_002041,broader,AOM_000705,derived-from-levels
AOM_000706,broader,AOM_000718,derived-from-levels
AOM_001604,broader,AOM_001603,derived-from-levels
AOM_001603,broader,AOM_000706,derived-from-levels
AOM_002044,broader,AOM_001125,derived-from-levels
AOM_006038,broader,AOM_001125,derived-from-levels
AOM_001125,broader,AOM_000706,derived-from-levels
AOM_001602,broader,AOM_003961,derived-from-levels
AOM_001601,broader,AOM_003961,derived-from-levels
AOM_003961,broader,AOM_000706,derived-from-levels
AOM_006196,broader,AOM_001790,derived-from-levels
AOM_003970,broader,AOM_001790,derived-from-levels
AOM_006019,broader,AOM_001790,derived-from-levels
AOM_002346,broader,AOM_001790,derived-from-levels
AOM_001790,broader,AOM_001567,derived-from-levels
AOM_001568,broader,AOM_001567,derived-from-levels
AOM_001567,broader,AOM_000718,derived-from-levels
AOM_002046,broader,AOM_001126,derived-from-levels
AOM_001127,broader,AOM_001699,derived-from-levels
AOM_001699,broader,AOM_001126,derived-from-levels
AOM_006359,broader,AOM_001126,derived-from-levels
AOM_001126,broader,AOM_000718,derived-from-levels
AOM_002062,broader,AOM_002061,derived-from-levels
AOM_002061,broader,AOM_000718,derived-from-levels
AOM_001794,broader,AOM_001793,derived-from-levels
AOM_001793,broader,AOM_000718,derived-from-levels
AOM_002065,broader,AOM_002064,derived-from-levels
AOM_002064,broader,AOM_002063,derived-from-levels
AOM_002063,broader,AOM_000718,derived-from-levels
AOM_006020,broader,AOM_000718,derived-from-levels
AOM_003082,broader,AOM_003081,derived-from-levels
AOM_003582,broader,AOM_003081,derived-from-levels
AOM_003081,broader,AOM_000718,derived-from-levels
AOM_001609,broader,AOM_001129,derived-from-levels
AOM_001129,broader,AOM_001128,derived-from-levels
AOM_001128,broader,AOM_000718,derived-from-levels
AOM_001859,broader,AOM_001901,derived-from-levels
AOM_002047,broader,AOM_001901,derived-from-levels
AOM_001858,broader,AOM_001901,derived-from-levels
AOM_002345,broader,AOM_001901,derived-from-levels
AOM_001901,broader,AOM_000718,derived-from-levels
AOM_001612,broader,AOM_001132,derived-from-levels
AOM_006025,broader,AOM_001132,derived-from-levels
AOM_001132,broader,AOM_001131,derived-from-levels
AOM_001131,broader,AOM_000718,derived-from-levels
AOM_006362,broader,AOM_003075,derived-from-levels
AOM_006026,broader,AOM_003275,derived-from-levels
AOM_003275,broader,AOM_003075,derived-from-levels
AOM_003075,broader,AOM_000718,derived-from-levels
AOM_006041,broader,AOM_001861,derived-from-levels
AOM_001862,broader,AOM_001861,derived-from-levels
AOM_001861,broader,AOM_001860,derived-from-levels
AOM_001860,broader,AOM_000718,derived-from-levels
AOM_006048,broader,AOM_001134,derived-from-levels
AOM_002048,broader,AOM_001134,derived-from-levels
AOM_001701,broader,AOM_001134,derived-from-levels
AOM_001134,broader,AOM_001133,derived-from-levels
AOM_001133,broader,AOM_000718,derived-from-levels
AOM_001135,broader,AOM_000718,derived-from-levels
AOM_001136,broader,AOM_000718,derived-from-levels
AOM_001703,broader,AOM_001137,derived-from-levels
AOM_001631,broader,AOM_001630,derived-from-levels
AOM_001630,broader,AOM_001137,derived-from-levels
AOM_001137,broader,AOM_000718,derived-from-levels
AOM_006066,broader,AOM_006406,derived-from-levels
AOM_003900,broader,AOM_006406,derived-from-levels
AOM_006406,broader,AOM_000718,derived-from-levels
AOM_001138,broader,AOM_000718,derived-from-levels
AOM_006077,broader,AOM_001140,derived-from-levels
AOM_001704,broader,AOM_001140,derived-from-levels
AOM_001140,broader,AOM_001139,derived-from-levels
AOM_001139,broader,AOM_000718,derived-from-levels
AOM_006219,broader,AOM_003919,derived-from-levels
AOM_006083,broader,AOM_003919,derived-from-levels
AOM_006081,broader,AOM_003919,derived-from-levels
AOM_006082,broader,AOM_003919,derived-from-levels
AOM_006366,broader,AOM_001141,derived-from-levels
AOM_001655,broader,AOM_001654,derived-from-levels
AOM_001654,broader,AOM_001141,derived-from-levels
AOM_001141,broader,AOM_000718,derived-from-levels
AOM_006090,broader,AOM_006407,derived-from-levels
AOM_006015,broader,AOM_006407,derived-from-levels
AOM_006407,broader,AOM_000718,derived-from-levels
AOM_001796,broader,AOM_001795,derived-from-levels
AOM_001795,broader,AOM_000718,derived-from-levels
AOM_001705,broader,AOM_001143,derived-from-levels
AOM_001143,broader,AOM_001142,derived-from-levels
AOM_001142,broader,AOM_000718,derived-from-levels
AOM_002224,broader,AOM_000718,derived-from-levels
AOM_001144,broader,AOM_000718,derived-from-levels
AOM_006371,broader,AOM_001145,derived-from-levels
AOM_002051,broader,AOM_002049,derived-from-levels
AOM_002050,broader,AOM_002049,derived-from-levels
AOM_002049,broader,AOM_001145,derived-from-levels
AOM_001145,broader,AOM_000718,derived-from-levels
AOM_001588,broader,AOM_000718,derived-from-levels
AOM_006098,broader,AOM_003898,derived-from-levels
AOM_003898,broader,AOM_000718,derived-from-levels
AOM_002052,broader,AOM_000718,derived-from-levels
AOM_002053,broader,AOM_000718,derived-from-levels
AOM_002054,broader,AOM_000718,derived-from-levels
AOM_000708,broader,AOM_001148,derived-from-levels
AOM_001657,broader,AOM_001148,derived-from-levels
AOM_001147,broader,AOM_000718,derived-from-levels
AOM_001148,broader,AOM_001147,derived-from-levels
AOM_001799,broader,AOM_001797,derived-from-levels
AOM_001801,broader,AOM_001800,derived-from-levels
AOM_001986,broader,AOM_001800,derived-from-levels
AOM_001988,broader,AOM_001800,derived-from-levels
AOM_006376,broader,AOM_001800,derived-from-levels
AOM_001800,broader,AOM_001797,derived-from-levels
AOM_001798,broader,AOM_001797,derived-from-levels
AOM_001797,broader,AOM_000718,derived-from-levels
AOM_001150,broader,AOM_001149,derived-from-levels
AOM_001149,broader,AOM_000718,derived-from-levels
AOM_006107,broader,AOM_001151,derived-from-levels
AOM_006105,broader,AOM_003083,derived-from-levels
AOM_000709,broader,AOM_003083,derived-from-levels
AOM_006106,broader,AOM_003083,derived-from-levels
AOM_003083,broader,AOM_001151,derived-from-levels
AOM_001151,broader,AOM_000718,derived-from-levels
AOM_006109,broader,AOM_001967,derived-from-levels
AOM_001967,broader,AOM_000718,derived-from-levels
AOM_006116,broader,AOM_003921,derived-from-levels
AOM_003921,broader,AOM_000718,derived-from-levels
AOM_003920,broader,AOM_006118,derived-from-levels
AOM_001153,broader,AOM_000718,derived-from-levels
AOM_001969,broader,AOM_001154,derived-from-levels
AOM_001155,broader,AOM_001154,derived-from-levels
AOM_006121,broader,AOM_003954,derived-from-levels
AOM_001971,broader,AOM_001156,derived-from-levels
AOM_001157,broader,AOM_001156,derived-from-levels
AOM_001158,broader,AOM_001810,derived-from-levels
AOM_002100,broader,AOM_001810,derived-from-levels
AOM_006007,broader,AOM_001810,derived-from-levels
AOM_001810,broader,AOM_000718,derived-from-levels
AOM_000710,broader,AOM_000718,derived-from-levels
AOM_001667,broader,AOM_000710,derived-from-levels
AOM_001669,broader,AOM_000710,derived-from-levels
AOM_001710,broader,AOM_001672,derived-from-levels
AOM_001671,broader,AOM_001672,derived-from-levels
AOM_001974,broader,AOM_001672,derived-from-levels
AOM_001973,broader,AOM_001672,derived-from-levels
AOM_006381,broader,AOM_001672,derived-from-levels
AOM_001672,broader,AOM_000710,derived-from-levels
AOM_001668,broader,AOM_000710,derived-from-levels
AOM_001771,broader,AOM_000718,derived-from-levels
AOM_001775,broader,AOM_001771,derived-from-levels
AOM_001770,broader,AOM_001769,derived-from-levels
AOM_001769,broader,AOM_001771,derived-from-levels
AOM_006135,broader,AOM_003909,derived-from-levels
AOM_003909,broader,AOM_000718,derived-from-levels
AOM_001696,broader,AOM_001152,derived-from-levels
AOM_001976,broader,AOM_001152,derived-from-levels
AOM_001711,broader,AOM_001152,derived-from-levels
AOM_006204,broader,AOM_001152,derived-from-levels
AOM_003903,broader,AOM_001152,derived-from-levels
AOM_001913,broader,AOM_003903,derived-from-levels
AOM_000711,broader,AOM_003903,derived-from-levels
AOM_006227,broader,AOM_001979,derived-from-levels
AOM_001979,broader,AOM_001152,derived-from-levels
AOM_006343,broader,AOM_003971,derived-from-levels
AOM_006136,broader,AOM_003971,derived-from-levels
AOM_006341,broader,AOM_003971,derived-from-levels
AOM_003971,broader,AOM_001152,derived-from-levels
AOM_001152,broader,AOM_000718,derived-from-levels
AOM_001792,broader,AOM_001791,derived-from-levels
AOM_001791,broader,AOM_000718,derived-from-levels
AOM_006138,broader,AOM_002251,derived-from-levels
AOM_002251,broader,AOM_002250,derived-from-levels
AOM_002250,broader,AOM_000718,derived-from-levels
AOM_006139,broader,AOM_002236,derived-from-levels
AOM_006140,broader,AOM_003989,derived-from-levels
AOM_006144,broader,AOM_006410,derived-from-levels
AOM_003901,broader,AOM_006410,derived-from-levels
AOM_006410,broader,AOM_000718,derived-from-levels
AOM_001706,broader,AOM_000730,derived-from-levels
AOM_006205,broader,AOM_001914,derived-from-levels
AOM_001715,broader,AOM_001914,derived-from-levels
AOM_002057,broader,AOM_001914,derived-from-levels
AOM_001915,broader,AOM_001914,derived-from-levels
AOM_002118,broader,AOM_001914,derived-from-levels
AOM_002056,broader,AOM_001914,derived-from-levels
AOM_001914,broader,AOM_001166,derived-from-levels
AOM_001981,broader,AOM_001166,derived-from-levels
AOM_006147,broader,AOM_002111,derived-from-levels
AOM_002111,broader,AOM_001166,derived-from-levels
AOM_001168,broader,AOM_001166,derived-from-levels
AOM_001167,broader,AOM_001166,derived-from-levels
AOM_006203,broader,AOM_001166,derived-from-levels
AOM_001166,broader,AOM_000718,derived-from-levels
AOM_002154,broader,AOM_002153,derived-from-levels
AOM_002153,broader,AOM_000718,derived-from-levels
AOM_006149,broader,AOM_003915,derived-from-levels
AOM_006385,broader,AOM_003987,derived-from-levels
AOM_003987,broader,AOM_000718,derived-from-levels
AOM_006326,broader,AOM_002151,derived-from-levels
AOM_002151,broader,AOM_002150,derived-from-levels
AOM_002150,broader,AOM_000718,derived-from-levels
AOM_001719,broader,AOM_001525,derived-from-levels
AOM_001525,broader,AOM_001524,derived-from-levels
AOM_006292,broader,AOM_002203,derived-from-levels
AOM_002203,broader,AOM_001524,derived-from-levels
AOM_001524,broader,AOM_000718,derived-from-levels
AOM_001722,broader,AOM_001170,derived-from-levels
AOM_001170,broader,AOM_001169,derived-from-levels
AOM_001169,broader,AOM_000718,derived-from-levels
AOM_002239,broader,AOM_000718,derived-from-levels
AOM_001983,broader,AOM_001982,derived-from-levels
AOM_001982,broader,AOM_001171,derived-from-levels
AOM_001171,broader,AOM_000718,derived-from-levels
AOM_000712,broader,AOM_000718,derived-from-levels
AOM_006297,broader,AOM_000712,derived-from-levels
AOM_000714,broader,AOM_000712,derived-from-levels
AOM_006296,broader,AOM_000713,derived-from-levels
AOM_006295,broader,AOM_000713,derived-from-levels
AOM_001730,broader,AOM_000713,derived-from-levels
AOM_000713,broader,AOM_000712,derived-from-levels
AOM_003071,broader,AOM_000718,derived-from-levels
AOM_003691,broader,AOM_001802,derived-from-levels
AOM_001802,broader,AOM_000718,derived-from-levels
AOM_006010,broader,AOM_006009,derived-from-levels
AOM_006009,broader,AOM_006013,derived-from-levels
AOM_006012,broader,AOM_006011,derived-from-levels
AOM_006011,broader,AOM_006013,derived-from-levels
AOM_006013,broader,AOM_000718,derived-from-levels
AOM_003906,broader,AOM_006155,derived-from-levels
AOM_006155,broader,AOM_000718,derived-from-levels
AOM_006305,broader,AOM_002230,derived-from-levels
AOM_006306,broader,AOM_002230,derived-from-levels
AOM_002230,broader,AOM_000718,derived-from-levels
AOM_002221,broader,AOM_000718,derived-from-levels
AOM_002222,broader,AOM_000718,derived-from-levels
AOM_001725,broader,AOM_001174,derived-from-levels
AOM_001174,broader,AOM_000718,derived-from-levels
AOM_001229,broader,AOM_003079,derived-from-levels
AOM_006310,broader,AOM_003079,derived-from-levels
AOM_001902,broader,AOM_001740,derived-from-levels
AOM_006308,broader,AOM_001740,derived-from-levels
AOM_001724,broader,AOM_001740,derived-from-levels
AOM_001740,broader,AOM_003079,derived-from-levels
AOM_001984,broader,AOM_001230,derived-from-levels
AOM_001230,broader,AOM_003079,derived-from-levels
AOM_006309,broader,AOM_003080,derived-from-levels
AOM_003080,broader,AOM_003079,derived-from-levels
AOM_003079,broader,AOM_000718,derived-from-levels
AOM_002168,broader,AOM_003899,derived-from-levels
AOM_003899,broader,AOM_000718,derived-from-levels
AOM_002058,broader,AOM_000718,derived-from-levels
AOM_006261,broader,AOM_002232,derived-from-levels
AOM_002232,broader,AOM_002220,derived-from-levels
AOM_006395,broader,AOM_002220,derived-from-levels
