"concept_id","property","value","value_type","source_column"
"era:practice:b44","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:b31","legacy_short_label","Rotation (Int Only)","string","Subpractice.S"
"era:practice:b31","short_suffix","Int Only","string","Subpractice.Suffix"
"era:practice:b31","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b31","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b31","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:b48.1","linked_column","ED.Int","string","Linked.Col"
"era:practice:b48.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b48.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b48.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b48.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b48.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b48.4","linked_column","ED.Int","string","Linked.Col"
"era:practice:b48.4","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b49.1","linked_column","ED.Int","string","Linked.Col"
"era:practice:b49.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b49.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b49.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b49.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b49.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b61.1","linked_column","ED.Int","string","Linked.Col"
"era:practice:b61.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b61.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b61.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b61.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b61.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b13.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b13.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b12.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b12.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b11.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b11.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b25","legacy_subpractice_code","In±N","string","Subpractice.Code"
"era:practice:b25","legacy_short_label","Intercrop (Mixed)","string","Subpractice.S"
"era:practice:b25","short_suffix","Mixed","string","Subpractice.Suffix"
"era:practice:b25","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b25","linked_column","ED.Int","string","Linked.Col"
"era:practice:b25","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b50.1","legacy_subpractice_code","In-N","string","Subpractice.Code"
"era:practice:b50.1","legacy_short_label","Intercrop (nonNfix)","string","Subpractice.S"
"era:practice:b50.1","short_suffix","nonNfix","string","Subpractice.Suffix"
"era:practice:b50.1","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b50.1","linked_column","ED.Int","string","Linked.Col"
"era:practice:b50.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b50.2","legacy_subpractice_code","In+N","string","Subpractice.Code"
"era:practice:b50.2","legacy_short_label","Intercrop (Nfix)","string","Subpractice.S"
"era:practice:b50.2","short_suffix","Nfix","string","Subpractice.Suffix"
"era:practice:b50.2","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b50.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b50.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b50.3","legacy_short_label","Intercrop (Complex)","string","Subpractice.S"
"era:practice:b50.3","short_suffix","Complex","string","Subpractice.Suffix"
"era:practice:b50.3","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b50.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b50.4","legacy_subpractice_code","In","string","Subpractice.Code"
"era:practice:b50.4","legacy_short_label","Intercrop (Unsp.)","string","Subpractice.S"
"era:practice:b50.4","short_suffix","Unsp.","string","Subpractice.Suffix"
"era:practice:b50.4","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b50.4","linked_column","ED.Int","string","Linked.Col"
"era:practice:b50.4","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b55.1","legacy_short_label","Intercrop (Part; Mixed)","string","Subpractice.S"
"era:practice:b55.1","short_suffix","Part;Mixed","string","Subpractice.Suffix"
"era:practice:b55.1","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b55.1","linked_column","ED.Int","string","Linked.Col"
"era:practice:b55.1","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:b55.2","legacy_short_label","Intercrop (Part; nonNfix)","string","Subpractice.S"
"era:practice:b55.2","short_suffix","Part;nonNfix","string","Subpractice.Suffix"
"era:practice:b55.2","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b55.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b55.2","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:b55.3","legacy_short_label","Intercrop (Part; Nfix)","string","Subpractice.S"
"era:practice:b55.3","short_suffix","Part;Nfix","string","Subpractice.Suffix"
"era:practice:b55.3","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b55.3","linked_column","ED.Int","string","Linked.Col"
"era:practice:b55.3","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:b57","legacy_short_label","Intercrop (Rot; Complex)","string","Subpractice.S"
"era:practice:b57","short_suffix","Rot Complex","string","Subpractice.Suffix"
"era:practice:b57","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b57","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b57","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:b59","legacy_subpractice_code","In/CRo±N","string","Subpractice.Code"
"era:practice:b59","legacy_short_label","Int or Rot (Mixed)","string","Subpractice.S"
"era:practice:b59","short_suffix","Mixed","string","Subpractice.Suffix"
"era:practice:b59","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b59","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b59","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:c1","legacy_subpractice_code","BG","string","Subpractice.Code"
"era:practice:c1","legacy_short_label","Biogas Prod","string","Subpractice.S"
"era:practice:c1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:c1","linked_table","E.Out","string","Linked.Tab"
"era:practice:c1","linked_column","E.Level.Name","string","Linked.Col"
"era:practice:c1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:c4","legacy_short_label","Biofertilizer","string","Subpractice.S"
"era:practice:c4","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:c4","linked_table","E.Out","string","Linked.Tab"
"era:practice:c4","linked_column","E.Level.Name","string","Linked.Col"
"era:practice:c4","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:c3","legacy_subpractice_code","BG+Sw","string","Subpractice.Code"
"era:practice:c3","legacy_short_label","Biogas Switch","string","Subpractice.S"
"era:practice:c3","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:c3","linked_table","E.Out","string","Linked.Tab"
"era:practice:c3","linked_column","E.Level.Name","string","Linked.Col"
"era:practice:c3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:c2","legacy_subpractice_code","CS","string","Subpractice.Code"
"era:practice:c2","legacy_short_label","Cookstove Improv","string","Subpractice.S"
"era:practice:c2","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:c2","linked_table","E.Out","string","Linked.Tab"
"era:practice:c2","linked_column","E.Level.Name","string","Linked.Col"
"era:practice:c2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:c5","legacy_subpractice_code","CS+Sw","string","Subpractice.Code"
"era:practice:c5","legacy_short_label","Cookstove Switch","string","Subpractice.S"
"era:practice:c5","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:c5","linked_table","E.Out","string","Linked.Tab"
"era:practice:c5","linked_column","E.Level.Name","string","Linked.Col"
"era:practice:c5","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h14","legacy_short_label","Cookstove Unimpr","string","Subpractice.S"
"era:practice:h14","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h15","legacy_short_label","Biomass Feed Conv","string","Subpractice.S"
"era:practice:h15","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h16","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h26","legacy_short_label","Cookstove Conv Fuel","string","Subpractice.S"
"era:practice:h26","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b4","legacy_subpractice_code","IV+DT","string","Subpractice.Code"
"era:practice:b4","legacy_short_label","Seed Drought","string","Subpractice.S"
"era:practice:b4","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b4","linked_table","Var.Out","string","Linked.Tab"
"era:practice:b4","linked_column","V.Level.Name","string","Linked.Col"
"era:practice:b4","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b5","legacy_subpractice_code","IV+HT","string","Subpractice.Code"
"era:practice:b5","legacy_short_label","Seed Heat","string","Subpractice.S"
"era:practice:b5","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b5","linked_table","Var.Out","string","Linked.Tab"
"era:practice:b5","linked_column","V.Level.Name","string","Linked.Col"
"era:practice:b5","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b6","legacy_subpractice_code","IV+ST","string","Subpractice.Code"
"era:practice:b6","legacy_short_label","Seed Salt","string","Subpractice.S"
"era:practice:b6","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b6","linked_table","Var.Out","string","Linked.Tab"
"era:practice:b6","linked_column","V.Level.Name","string","Linked.Col"
"era:practice:b6","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b69","legacy_subpractice_code","IV","string","Subpractice.Code"
"era:practice:b69","legacy_short_label","Seed Improv","string","Subpractice.S"
"era:practice:b69","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b69","linked_table","Var.Out","string","Linked.Tab"
"era:practice:b69","linked_column","V.Level.Name","string","Linked.Col"
"era:practice:b69","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h55","legacy_short_label","Unimpr Variety","string","Subpractice.S"
"era:practice:h55","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b35","legacy_subpractice_code","WH+WT","string","Subpractice.Code"
"era:practice:b35","legacy_short_label","Water Tanks","string","Subpractice.S"
"era:practice:b35","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b35","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b35","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b35","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b33","legacy_subpractice_code","WH+ZP","string","Subpractice.Code"
"era:practice:b33","legacy_short_label","Zai Pits","string","Subpractice.S"
"era:practice:b33","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b33","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b33","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b33","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b45","legacy_subpractice_code","WH+SR","string","Subpractice.Code"
"era:practice:b45","legacy_short_label","Stone Rows","string","Subpractice.S"
"era:practice:b45","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b45","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b45","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b45","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b46","legacy_subpractice_code","WH+GS","string","Subpractice.Code"
"era:practice:b46","legacy_short_label","Grass Strips","string","Subpractice.S"
"era:practice:b46","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b46","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b46","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b46","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b47","legacy_subpractice_code","WH+PB","string","Subpractice.Code"
"era:practice:b47","legacy_short_label","Planting Basins","string","Subpractice.S"
"era:practice:b47","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b47","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b47","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b47","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b68","legacy_subpractice_code","WH+Da","string","Subpractice.Code"
"era:practice:b68","legacy_short_label","Dam","string","Subpractice.S"
"era:practice:b68","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b68","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b68","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b68","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b70","legacy_subpractice_code","WH+Te","string","Subpractice.Code"
"era:practice:b70","legacy_short_label","Terraces","string","Subpractice.S"
"era:practice:b70","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b70","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b70","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b70","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b71.1","legacy_subpractice_code","WH+Bu","string","Subpractice.Code"
"era:practice:b71.1","legacy_short_label","Bunds","string","Subpractice.S"
"era:practice:b71.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b71.1","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b71.1","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b71.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b71.2","legacy_subpractice_code","WH+RF","string","Subpractice.Code"
"era:practice:b71.2","legacy_short_label","Ridge & Furrow","string","Subpractice.S"
"era:practice:b71.2","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b71.2","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b71.2","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b71.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b71.3","legacy_subpractice_code","WH+TR","string","Subpractice.Code"
"era:practice:b71.3","legacy_short_label","Tied Ridges","string","Subpractice.S"
"era:practice:b71.3","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b71.3","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b71.3","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b71.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b52","legacy_subpractice_code","WH+Mi","string","Subpractice.Code"
"era:practice:b52","legacy_short_label","Microcatchments","string","Subpractice.S"
"era:practice:b52","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b52","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b52","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b52","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b56","legacy_subpractice_code","WH+FJFC","string","Subpractice.Code"
"era:practice:b56","legacy_short_label","Fanya Juu or Chini","string","Subpractice.S"
"era:practice:b56","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b56","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b56","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b56","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b58","legacy_subpractice_code","WH+Tr","string","Subpractice.Code"
"era:practice:b58","legacy_short_label","Trench","string","Subpractice.S"
"era:practice:b58","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b58","linked_table","WH.Out","string","Linked.Tab"
"era:practice:b58","linked_column","WH.Level.Name","string","Linked.Col"
"era:practice:b58","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h1","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h2","legacy_short_label","Monoculture","string","Subpractice.S"
"era:practice:h2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h38","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h18","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h50","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h48","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h66.1","legacy_short_label","Weed Chem","string","Subpractice.S"
"era:practice:h66.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h66.2","legacy_short_label","Weed Hand","string","Subpractice.S"
"era:practice:h66.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b16","legacy_subpractice_code","IF+K","string","Subpractice.Code"
"era:practice:b16","legacy_short_label","Inputs K","string","Subpractice.S"
"era:practice:b16","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b16","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b16","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b16","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b17","legacy_subpractice_code","IF+N","string","Subpractice.Code"
"era:practice:b17","legacy_short_label","Inputs N","string","Subpractice.S"
"era:practice:b17","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b17","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b17","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b17","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b21","legacy_subpractice_code","IF+P","string","Subpractice.Code"
"era:practice:b21","legacy_short_label","Inputs P","string","Subpractice.S"
"era:practice:b21","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b21","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b21","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b21","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b16.1","legacy_subpractice_code","IF-K","string","Subpractice.Code"
"era:practice:b16.1","legacy_short_label","Reduce K","string","Subpractice.S"
"era:practice:b16.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b16.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b16.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b16.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b17.1","legacy_subpractice_code","IF-N","string","Subpractice.Code"
"era:practice:b17.1","legacy_short_label","Reduce N","string","Subpractice.S"
"era:practice:b17.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b17.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b17.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b17.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b21.1","legacy_subpractice_code","IF-P","string","Subpractice.Code"
"era:practice:b21.1","legacy_short_label","Reduce P","string","Subpractice.S"
"era:practice:b21.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b21.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b21.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b21.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b64","legacy_subpractice_code","IF+Mi","string","Subpractice.Code"
"era:practice:b64","legacy_short_label","Inputs Micro","string","Subpractice.S"
"era:practice:b64","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b64","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b64","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b64","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b23","legacy_subpractice_code","IF+Ur","string","Subpractice.Code"
"era:practice:b23","legacy_short_label","Inputs Urea","string","Subpractice.S"
"era:practice:b23","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b23","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b23","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b23","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b29","legacy_subpractice_code","OF+Co","string","Subpractice.Code"
"era:practice:b29","legacy_short_label","Inputs Compost","string","Subpractice.S"
"era:practice:b29","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b29","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b29","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b29","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b30","legacy_subpractice_code","OF+Ma","string","Subpractice.Code"
"era:practice:b30","legacy_short_label","Inputs Manure","string","Subpractice.S"
"era:practice:b30","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b30","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b30","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b30","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b75","legacy_subpractice_code","OF+Kr","string","Subpractice.Code"
"era:practice:b75","legacy_short_label","Inputs Kraaling","string","Subpractice.S"
"era:practice:b75","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b75","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b75","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b75","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b73","legacy_subpractice_code","OFO","string","Subpractice.Code"
"era:practice:b73","legacy_short_label","Inputs Other Organic","string","Subpractice.S"
"era:practice:b73","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b73","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b73","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b73","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b74","legacy_subpractice_code","OF+A","string","Subpractice.Code"
"era:practice:b74","legacy_short_label","Inputs Ash","string","Subpractice.S"
"era:practice:b74","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b74","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b74","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b74","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b67","legacy_subpractice_code","OF+Bi","string","Subpractice.Code"
"era:practice:b67","legacy_short_label","Inputs Biosolids","string","Subpractice.S"
"era:practice:b67","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b67","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b67","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b67","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b29.1","legacy_subpractice_code","OF+Co_sub","string","Subpractice.Code"
"era:practice:b29.1","legacy_short_label","Sub Compost","string","Subpractice.S"
"era:practice:b29.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b29.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b29.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b29.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b30.1","legacy_subpractice_code","OF+Ma_sub","string","Subpractice.Code"
"era:practice:b30.1","legacy_short_label","Sub Manure","string","Subpractice.S"
"era:practice:b30.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b30.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b30.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b30.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b75.1","legacy_subpractice_code","OF+Kr_sub","string","Subpractice.Code"
"era:practice:b75.1","legacy_short_label","Sub Kraaling","string","Subpractice.S"
"era:practice:b75.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b75.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b75.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b75.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b73.1","legacy_subpractice_code","OFO_sub","string","Subpractice.Code"
"era:practice:b73.1","legacy_short_label","Sub Other Organic","string","Subpractice.S"
"era:practice:b73.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b73.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b73.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b73.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b67.1","legacy_subpractice_code","OF+Bi_sub","string","Subpractice.Code"
"era:practice:b67.1","legacy_short_label","Sub Biosolids","string","Subpractice.S"
"era:practice:b67.1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b67.1","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b67.1","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b67.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h10","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h10.1","legacy_short_label","No Fert","string","Subpractice.S"
"era:practice:h10.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h10.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:f1","legacy_subpractice_code","HM-Te","string","Subpractice.Code"
"era:practice:f1","legacy_short_label","Harvest Technique","string","Subpractice.S"
"era:practice:f1","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:f1","linked_table","PO.Out","string","Linked.Tab"
"era:practice:f1","linked_column","PO.Level.Name","string","Linked.Col"
"era:practice:f1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:f2","legacy_subpractice_code","HM-Ti","string","Subpractice.Code"
"era:practice:f2","legacy_short_label","Harvest Timing","string","Subpractice.S"
"era:practice:f2","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:f2","linked_table","PO.Out","string","Linked.Tab"
"era:practice:f2","linked_column","PO.Level.Name","string","Linked.Col"
"era:practice:f2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:f3","legacy_subpractice_code","St-Dr","string","Subpractice.Code"
"era:practice:f3","legacy_short_label","Drying Improv","string","Subpractice.S"
"era:practice:f3","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:f3","linked_table","PO.Out","string","Linked.Tab"
"era:practice:f3","linked_column","PO.Level.Name","string","Linked.Col"
"era:practice:f3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:f4","legacy_subpractice_code","St-Ch","string","Subpractice.Code"
"era:practice:f4","legacy_short_label","Storage Impr Chem","string","Subpractice.S"
"era:practice:f4","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:f4","linked_table","PO.Out","string","Linked.Tab"
"era:practice:f4","linked_column","PO.Level.Name","string","Linked.Col"
"era:practice:f4","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:f5","legacy_subpractice_code","St-Ph","string","Subpractice.Code"
"era:practice:f5","legacy_short_label","Storage Impr Phys","string","Subpractice.S"
"era:practice:f5","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:f5","linked_table","PO.Out","string","Linked.Tab"
"era:practice:f5","linked_column","PO.Level.Name","string","Linked.Col"
"era:practice:f5","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h17","legacy_short_label","Harvest Trad","string","Subpractice.S"
"era:practice:h17","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h21","legacy_short_label","Storage Unimpr Phys","string","Subpractice.S"
"era:practice:h21","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h22","legacy_short_label","Storage Unimpr Chem","string","Subpractice.S"
"era:practice:h22","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h30","legacy_short_label","Drying Unimpr","string","Subpractice.S"
"era:practice:h30","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b38","legacy_subpractice_code","NT","string","Subpractice.Code"
"era:practice:b38","legacy_short_label","NoTill","string","Subpractice.S"
"era:practice:b38","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b38","linked_table","Till.Out","string","Linked.Tab"
"era:practice:b38","linked_column","Till.Level.Name","string","Linked.Col"
"era:practice:b38","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b39","legacy_subpractice_code","RT","string","Subpractice.Code"
"era:practice:b39","legacy_short_label","MinTill","string","Subpractice.S"
"era:practice:b39","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b39","linked_table","Till.Out","string","Linked.Tab"
