"concept_id","property","value","value_type","source_column"
"era:practice:b39","linked_column","Till.Level.Name","string","Linked.Col"
"era:practice:b39","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b26","legacy_subpractice_code","PM","string","Subpractice.Code"
"era:practice:b26","legacy_short_label","Plastic Mulch","string","Subpractice.S"
"era:practice:b26","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b26","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b26","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b26","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b27","legacy_subpractice_code","Mu","string","Subpractice.Code"
"era:practice:b27","legacy_short_label","Mulch (noID)","string","Subpractice.S"
"era:practice:b27","short_suffix","NoID","string","Subpractice.Suffix"
"era:practice:b27","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b27","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b27","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b27.1","legacy_subpractice_code","Mu+N","string","Subpractice.Code"
"era:practice:b27.1","legacy_short_label","Mulch (Nfix)","string","Subpractice.S"
"era:practice:b27.1","short_suffix","Nfix","string","Subpractice.Suffix"
"era:practice:b27.1","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b27.1","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b27.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b27.2","legacy_subpractice_code","Mu-N","string","Subpractice.Code"
"era:practice:b27.2","legacy_short_label","Mulch (nonNfix)","string","Subpractice.S"
"era:practice:b27.2","short_suffix","nonNfix","string","Subpractice.Suffix"
"era:practice:b27.2","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b27.2","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b27.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b27.3","legacy_subpractice_code","Mu±N","string","Subpractice.Code"
"era:practice:b27.3","legacy_short_label","Mulch (Mixed)","string","Subpractice.S"
"era:practice:b27.3","short_suffix","Mixed","string","Subpractice.Suffix"
"era:practice:b27.3","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b27.3","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b27.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b51","legacy_subpractice_code","MuO","string","Subpractice.Code"
"era:practice:b51","legacy_short_label","Mulch (Other)","string","Subpractice.S"
"era:practice:b51","short_suffix","Other","string","Subpractice.Suffix"
"era:practice:b51","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b51","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b51","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b11.1","legacy_subpractice_code","GMt+N","string","Subpractice.Code"
"era:practice:b11.1","legacy_short_label","Green Manure (Nfix; Time)","string","Subpractice.S"
"era:practice:b11.1","short_suffix","Nfix;Time","string","Subpractice.Suffix"
"era:practice:b11.1","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b11.1","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b11.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b11.2","legacy_subpractice_code","GMs+N","string","Subpractice.Code"
"era:practice:b11.2","legacy_short_label","Green Manure (Nfix; Space)","string","Subpractice.S"
"era:practice:b11.2","short_suffix","Nfix;Space","string","Subpractice.Suffix"
"era:practice:b11.2","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b11.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b11.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b13.2","legacy_subpractice_code","GMs±N","string","Subpractice.Code"
"era:practice:b13.2","legacy_short_label","Green Manure (Mixed; Space)","string","Subpractice.S"
"era:practice:b13.2","short_suffix","Mixed;Space","string","Subpractice.Suffix"
"era:practice:b13.2","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b13.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b13.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b12.1","legacy_subpractice_code","GMt-N","string","Subpractice.Code"
"era:practice:b12.1","legacy_short_label","Green Manure (nonNfix; Time)","string","Subpractice.S"
"era:practice:b12.1","short_suffix","nonNfix;Time","string","Subpractice.Suffix"
"era:practice:b12.1","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b12.1","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b12.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b12.2","legacy_subpractice_code","GMs-N","string","Subpractice.Code"
"era:practice:b12.2","legacy_short_label","Green Manure (nonNfix; Space)","string","Subpractice.S"
"era:practice:b12.2","short_suffix","nonNfix;Space","string","Subpractice.Suffix"
"era:practice:b12.2","linked_table","Int.Out","string","Linked.Tab"
"era:practice:b12.2","linked_column","ED.Int","string","Linked.Col"
"era:practice:b12.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b28","legacy_subpractice_code","Bi","string","Subpractice.Code"
"era:practice:b28","legacy_short_label","Biochar","string","Subpractice.S"
"era:practice:b28","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b28","linked_table","Fert.Out","string","Linked.Tab"
"era:practice:b28","linked_column","F.Level.Name","string","Linked.Col"
"era:practice:b28","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b32","legacy_subpractice_code","pH","string","Subpractice.Code"
"era:practice:b32","legacy_short_label","pH","string","Subpractice.S"
"era:practice:b32","short_suffix","NA","string","Subpractice.Suffix"
"era:practice:b32","linked_table","pH.Out","string","Linked.Tab"
"era:practice:b32","linked_column","pH.Level.Name","string","Linked.Col"
"era:practice:b32","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b40","legacy_subpractice_code","CR","string","Subpractice.Code"
"era:practice:b40","legacy_short_label","Residue Unkn (NoID; NoFate)","string","Subpractice.S"
"era:practice:b40","short_suffix","NoID; NoFate","string","Subpractice.Suffix"
"era:practice:b40","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b40","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b40","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b40.1","legacy_subpractice_code","CR+N","string","Subpractice.Code"
"era:practice:b40.1","legacy_short_label","Residue Unkn (Nfix; NoFate)","string","Subpractice.S"
"era:practice:b40.1","short_suffix","Nfix;NoFate","string","Subpractice.Suffix"
"era:practice:b40.1","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b40.1","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b40.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b40.2","legacy_subpractice_code","CR-N","string","Subpractice.Code"
"era:practice:b40.2","legacy_short_label","Residue Unkn (nonNfix; NoFate)","string","Subpractice.S"
"era:practice:b40.2","short_suffix","nonNfix;NoFate","string","Subpractice.Suffix"
"era:practice:b40.2","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b40.2","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b40.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b41","legacy_subpractice_code","CRI","string","Subpractice.Code"
"era:practice:b41","legacy_short_label","Residue Incorp (noID)","string","Subpractice.S"
"era:practice:b41","short_suffix","NoID","string","Subpractice.Suffix"
"era:practice:b41","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b41","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b41","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b41.1","legacy_subpractice_code","CRI+N","string","Subpractice.Code"
"era:practice:b41.1","legacy_short_label","Residue Incorp (Nfix)","string","Subpractice.S"
"era:practice:b41.1","short_suffix","Nfix","string","Subpractice.Suffix"
"era:practice:b41.1","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b41.1","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b41.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b41.2","legacy_subpractice_code","CRI-N","string","Subpractice.Code"
"era:practice:b41.2","legacy_short_label","Residue Incorp (nonNfix)","string","Subpractice.S"
"era:practice:b41.2","short_suffix","nonNfix","string","Subpractice.Suffix"
"era:practice:b41.2","linked_table","Res.Out","string","Linked.Tab"
"era:practice:b41.2","linked_column","M.Level.Name","string","Linked.Col"
"era:practice:b41.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b60","legacy_subpractice_code","IF","string","Subpractice.Code"
"era:practice:b60","legacy_short_label","Imp Fallow (noID)","string","Subpractice.S"
"era:practice:b60","short_suffix","NoID","string","Subpractice.Suffix"
"era:practice:b60","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b60","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b60","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b60.1","legacy_subpractice_code","IF+N","string","Subpractice.Code"
"era:practice:b60.1","legacy_short_label","Imp Fallow (Nfix)","string","Subpractice.S"
"era:practice:b60.1","short_suffix","Nfix","string","Subpractice.Suffix"
"era:practice:b60.1","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b60.1","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b60.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b60.2","legacy_subpractice_code","IF-N","string","Subpractice.Code"
"era:practice:b60.2","legacy_short_label","Imp Fallow (nonNfix)","string","Subpractice.S"
"era:practice:b60.2","short_suffix","nonNfix","string","Subpractice.Suffix"
"era:practice:b60.2","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b60.2","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b60.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:b60.3","legacy_subpractice_code","IF±N","string","Subpractice.Code"
"era:practice:b60.3","legacy_short_label","Imp Fallow (Mixed)","string","Subpractice.S"
"era:practice:b60.3","short_suffix","Mixed","string","Subpractice.Suffix"
"era:practice:b60.3","linked_table","Rot.Out","string","Linked.Tab"
"era:practice:b60.3","linked_column","ED.Rot","string","Linked.Col"
"era:practice:b60.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h24","legacy_short_label","Fallow Unimpr","string","Subpractice.S"
"era:practice:h24","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h6","legacy_short_label","Conv Till","string","Subpractice.S"
"era:practice:h6","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h35","legacy_short_label","Residue Removed","string","Subpractice.S"
"era:practice:h35","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h36","legacy_short_label","Residue Burnt","string","Subpractice.S"
"era:practice:h36","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h39","legacy_short_label","Residue Grazed","string","Subpractice.S"
"era:practice:h39","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h37","legacy_short_label","Residue Incorp","string","Subpractice.S"
"era:practice:h37","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h6.1","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h6.2","legacy_deprecated","TRUE","boolean","Depreciated"
"era:practice:h7","legacy_short_label","Full Irrig","string","Subpractice.S"
"era:practice:h7","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h23","legacy_short_label","No Irrig","string","Subpractice.S"
"era:practice:h23","legacy_deprecated","FALSE","boolean","Depreciated"
"era:practice:h3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:101.0","legacy_subindicator_code","CrY","string","Subindicator.Code"
"era:outcome:101.0","legacy_short_label","Crop Yield","string","Subindicator.Short"
"era:outcome:101.0","example_units","t/ha;kg/ha","string","Example units"
"era:outcome:101.0","negative_values","N","boolean","Negative Values"
"era:outcome:101.0","direction_sign","p","string","Sign"
"era:outcome:101.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:101.0","not_percentage","Y","string","Not.Perc"
"era:outcome:101.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:101.1","legacy_subindicator_code","BiY","string","Subindicator.Code"
"era:outcome:101.1","legacy_short_label","Biomass Yield","string","Subindicator.Short"
"era:outcome:101.1","example_units","t/ha;kg/ha","string","Example units"
"era:outcome:101.1","negative_values","N","boolean","Negative Values"
"era:outcome:101.1","direction_sign","p","string","Sign"
"era:outcome:101.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:101.1","not_percentage","Y","string","Not.Perc"
"era:outcome:101.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:101.2","legacy_subindicator_code","ExY","string","Subindicator.Code"
"era:outcome:101.2","legacy_short_label","Extraction Yield","string","Subindicator.Short"
"era:outcome:101.2","example_units","Unitless ratio; %","string","Example units"
"era:outcome:101.2","negative_values","N","boolean","Negative Values"
"era:outcome:101.2","direction_sign","p","string","Sign"
"era:outcome:101.2","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:101.2","not_percentage","N","string","Not.Perc"
"era:outcome:101.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:103.0","legacy_subindicator_code","LER","string","Subindicator.Code"
"era:outcome:103.0","legacy_short_label","LER","string","Subindicator.Short"
"era:outcome:103.0","example_units","Unitless ratio","string","Example units"
"era:outcome:103.0","negative_values","N","boolean","Negative Values"
"era:outcome:103.0","direction_sign","p","string","Sign"
"era:outcome:103.0","treatment_control_ratio","Y","boolean","TC.Ratio"
"era:outcome:103.0","not_percentage","Y","string","Not.Perc"
"era:outcome:103.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:104.0","legacy_subindicator_code","ATER","string","Subindicator.Code"
"era:outcome:104.0","legacy_short_label","ATER","string","Subindicator.Short"
"era:outcome:104.0","negative_values","N","boolean","Negative Values"
"era:outcome:104.0","direction_sign","p","string","Sign"
"era:outcome:104.0","treatment_control_ratio","Y","boolean","TC.Ratio"
"era:outcome:104.0","not_percentage","Y","string","Not.Perc"
"era:outcome:104.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:118.0","legacy_subindicator_code","WG","string","Subindicator.Code"
"era:outcome:118.0","legacy_short_label","Weight Gain","string","Subindicator.Short"
"era:outcome:118.0","example_units","g/individual/day
SGR (Specific Growth Rate)","string","Example units"
"era:outcome:118.0","negative_values","Y","boolean","Negative Values"
"era:outcome:118.0","direction_sign","p","string","Sign"
"era:outcome:118.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:118.0","not_percentage","Not Sure","string","Not.Perc"
"era:outcome:118.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:119.1","legacy_subindicator_code","MeY","string","Subindicator.Code"
"era:outcome:119.1","legacy_short_label","Meat Yield","string","Subindicator.Short"
"era:outcome:119.1","example_units","kg/individual","string","Example units"
"era:outcome:119.1","negative_values","N","boolean","Negative Values"
"era:outcome:119.1","direction_sign","p","string","Sign"
"era:outcome:119.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:119.1","not_percentage","Y","string","Not.Perc"
"era:outcome:119.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:119.2","legacy_subindicator_code","MiY","string","Subindicator.Code"
"era:outcome:119.2","legacy_short_label","Milk Yield","string","Subindicator.Short"
"era:outcome:119.2","example_units","l/individual/day","string","Example units"
"era:outcome:119.2","negative_values","N","boolean","Negative Values"
"era:outcome:119.2","direction_sign","p","string","Sign"
"era:outcome:119.2","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:119.2","not_percentage","Y","string","Not.Perc"
"era:outcome:119.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:119.3","legacy_subindicator_code","EgY","string","Subindicator.Code"
"era:outcome:119.3","legacy_short_label","Egg Yield","string","Subindicator.Short"
"era:outcome:119.3","example_units","eggs/hen/day","string","Example units"
"era:outcome:119.3","negative_values","N","boolean","Negative Values"
"era:outcome:119.3","direction_sign","p","string","Sign"
"era:outcome:119.3","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:119.3","not_percentage","Y","string","Not.Perc"
"era:outcome:119.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:119.4","legacy_subindicator_code","OAY","string","Subindicator.Code"
"era:outcome:119.4","legacy_short_label","Animal Yield (Other)","string","Subindicator.Short"
"era:outcome:119.4","example_units","See any units for other animal outcomes.","string","Example units"
"era:outcome:119.4","negative_values","N","boolean","Negative Values"
"era:outcome:119.4","direction_sign","p","string","Sign"
"era:outcome:119.4","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:119.4","not_percentage","Y","string","Not.Perc"
"era:outcome:119.4","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:119.5","legacy_subindicator_code","RepY","string","Subindicator.Code"
"era:outcome:119.5","legacy_short_label","Repro Yield","string","Subindicator.Short"
"era:outcome:119.5","example_units","#; %","string","Example units"
"era:outcome:119.5","negative_values","N","boolean","Negative Values"
"era:outcome:119.5","direction_sign","p","string","Sign"
"era:outcome:119.5","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:119.5","not_percentage","Y","string","Not.Perc"
"era:outcome:119.5","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:400.0","legacy_subindicator_code","FeI","string","Subindicator.Code"
"era:outcome:400.0","legacy_short_label","Feed Intake","string","Subindicator.Short"
"era:outcome:400.0","negative_values","N","boolean","Negative Values"
"era:outcome:400.0","direction_sign","n","string","Sign"
"era:outcome:400.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:400.0","not_percentage","Y","string","Not.Perc"
"era:outcome:400.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:102.0","legacy_subindicator_code","ResY","string","Subindicator.Code"
"era:outcome:102.0","legacy_short_label","Residue Yield","string","Subindicator.Short"
"era:outcome:102.0","example_units","t/ha;kg/ha","string","Example units"
"era:outcome:102.0","negative_values","N","boolean","Negative Values"
"era:outcome:102.0","direction_sign","p","string","Sign"
"era:outcome:102.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:102.0","not_percentage","Y","string","Not.Perc"
"era:outcome:102.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:120.0","legacy_subindicator_code","GR","string","Subindicator.Code"
"era:outcome:120.0","legacy_short_label","Gross Return","string","Subindicator.Short"
"era:outcome:120.0","example_units","USD; USD/ha; USD/yr","string","Example units"
"era:outcome:120.0","negative_values","N","boolean","Negative Values"
"era:outcome:120.0","direction_sign","p","string","Sign"
"era:outcome:120.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:120.0","not_percentage","Y","string","Not.Perc"
"era:outcome:120.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:124.0","legacy_subindicator_code","NR","string","Subindicator.Code"
"era:outcome:124.0","legacy_short_label","Net Return","string","Subindicator.Short"
"era:outcome:124.0","example_units","USD; USD/ha; USD/yr","string","Example units"
"era:outcome:124.0","negative_values","Y","boolean","Negative Values"
"era:outcome:124.0","direction_sign","p","string","Sign"
"era:outcome:124.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:124.0","not_percentage","Y","string","Not.Perc"
"era:outcome:124.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:124.1","legacy_subindicator_code","GM","string","Subindicator.Code"
"era:outcome:124.1","legacy_short_label","Gross Margin","string","Subindicator.Short"
"era:outcome:124.1","example_units","USD; USD/ha; USD/yr","string","Example units"
"era:outcome:124.1","negative_values","Y","boolean","Negative Values"
"era:outcome:124.1","direction_sign","p","string","Sign"
"era:outcome:124.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:124.1","not_percentage","Y","string","Not.Perc"
"era:outcome:124.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:150.0","legacy_subindicator_code","TC","string","Subindicator.Code"
"era:outcome:150.0","legacy_short_label","Total Cost","string","Subindicator.Short"
"era:outcome:150.0","example_units","USD/ha","string","Example units"
"era:outcome:150.0","negative_values","N","boolean","Negative Values"
"era:outcome:150.0","direction_sign","n","string","Sign"
"era:outcome:150.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:150.0","not_percentage","Y","string","Not.Perc"
"era:outcome:150.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:150.1","legacy_subindicator_code","TCU","string","Subindicator.Code"
"era:outcome:150.1","legacy_short_label","Total Cost/Unit","string","Subindicator.Short"
"era:outcome:150.1","example_units","USD/kg;USD/ton","string","Example units"
"era:outcome:150.1","negative_values","N","boolean","Negative Values"
"era:outcome:150.1","direction_sign","n","string","Sign"
"era:outcome:150.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:150.1","not_percentage","Y","string","Not.Perc"
"era:outcome:150.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:150.2","legacy_subindicator_code","TCA","string","Subindicator.Code"
"era:outcome:150.2","legacy_short_label","Total Cost/Asset","string","Subindicator.Short"
"era:outcome:150.2","example_units","USD/ha;USD/animal;USD","string","Example units"
"era:outcome:150.2","negative_values","N","boolean","Negative Values"
"era:outcome:150.2","direction_sign","n","string","Sign"
"era:outcome:150.2","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:150.2","not_percentage","Y","string","Not.Perc"
"era:outcome:150.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:150.3","legacy_subindicator_code","TCunk","string","Subindicator.Code"
"era:outcome:150.3","legacy_short_label","Total Cost (Unc)","string","Subindicator.Short"
"era:outcome:150.3","example_units","USD/ha","string","Example units"
"era:outcome:150.3","negative_values","N","boolean","Negative Values"
"era:outcome:150.3","direction_sign","n","string","Sign"
"era:outcome:150.3","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:150.3","not_percentage","Y","string","Not.Perc"
"era:outcome:150.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:151.0","legacy_subindicator_code","FC","string","Subindicator.Code"
"era:outcome:151.0","legacy_short_label","Fixed Cost","string","Subindicator.Short"
"era:outcome:151.0","example_units","USD per ?","string","Example units"
"era:outcome:151.0","negative_values","N","boolean","Negative Values"
"era:outcome:151.0","direction_sign","n","string","Sign"
"era:outcome:151.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:151.0","not_percentage","Y","string","Not.Perc"
"era:outcome:151.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:151.1","legacy_subindicator_code","FCU","string","Subindicator.Code"
"era:outcome:151.1","legacy_short_label","Fixed Cost/Unit","string","Subindicator.Short"
"era:outcome:151.1","example_units","USD/kg;USD/ton","string","Example units"
"era:outcome:151.1","negative_values","N","boolean","Negative Values"
"era:outcome:151.1","direction_sign","n","string","Sign"
"era:outcome:151.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:151.1","not_percentage","Y","string","Not.Perc"
"era:outcome:151.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:151.2","legacy_subindicator_code","FCA","string","Subindicator.Code"
"era:outcome:151.2","legacy_short_label","Fixed Cost/Asset","string","Subindicator.Short"
"era:outcome:151.2","example_units","USD/ha;USD/animal;USD","string","Example units"
"era:outcome:151.2","negative_values","N","boolean","Negative Values"
"era:outcome:151.2","direction_sign","n","string","Sign"
"era:outcome:151.2","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:151.2","not_percentage","Y","string","Not.Perc"
"era:outcome:151.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:152.0","legacy_subindicator_code","VC","string","Subindicator.Code"
"era:outcome:152.0","legacy_short_label","Var Cost","string","Subindicator.Short"
"era:outcome:152.0","example_units","USD","string","Example units"
"era:outcome:152.0","negative_values","N","boolean","Negative Values"
"era:outcome:152.0","direction_sign","n","string","Sign"
"era:outcome:152.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:152.0","not_percentage","Y","string","Not.Perc"
"era:outcome:152.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:152.2","legacy_subindicator_code","VCU","string","Subindicator.Code"
"era:outcome:152.2","legacy_short_label","Var Cost/Unit","string","Subindicator.Short"
"era:outcome:152.2","example_units","USD/kg;USD/ton","string","Example units"
"era:outcome:152.2","negative_values","N","boolean","Negative Values"
"era:outcome:152.2","direction_sign","n","string","Sign"
"era:outcome:152.2","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:152.2","not_percentage","Y","string","Not.Perc"
"era:outcome:152.2","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:152.3","legacy_subindicator_code","VCA","string","Subindicator.Code"
"era:outcome:152.3","legacy_short_label","Var Cost/Asset","string","Subindicator.Short"
"era:outcome:152.3","example_units","USD/ha;USD/animal;USD","string","Example units"
"era:outcome:152.3","negative_values","N","boolean","Negative Values"
"era:outcome:152.3","direction_sign","n","string","Sign"
"era:outcome:152.3","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:152.3","not_percentage","Y","string","Not.Perc"
"era:outcome:152.3","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:152.1","legacy_subindicator_code","LC","string","Subindicator.Code"
"era:outcome:152.1","legacy_short_label","Lab Cost","string","Subindicator.Short"
"era:outcome:152.1","example_units","USD","string","Example units"
"era:outcome:152.1","negative_values","N","boolean","Negative Values"
"era:outcome:152.1","direction_sign","n","string","Sign"
"era:outcome:152.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:152.1","not_percentage","Y","string","Not.Perc"
"era:outcome:152.1","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:152.4","legacy_subindicator_code","LCU","string","Subindicator.Code"
"era:outcome:152.4","legacy_short_label","Lab Cost/Unit","string","Subindicator.Short"
"era:outcome:152.4","example_units","USD/kg;USD/ton","string","Example units"
"era:outcome:152.4","negative_values","N","boolean","Negative Values"
"era:outcome:152.4","direction_sign","n","string","Sign"
"era:outcome:152.4","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:152.4","not_percentage","Y","string","Not.Perc"
"era:outcome:152.4","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:152.5","legacy_subindicator_code","LCA","string","Subindicator.Code"
"era:outcome:152.5","legacy_short_label","Lab Cost/Asset","string","Subindicator.Short"
"era:outcome:152.5","example_units","USD/ha;USD/animal;USD","string","Example units"
"era:outcome:152.5","negative_values","N","boolean","Negative Values"
"era:outcome:152.5","direction_sign","n","string","Sign"
"era:outcome:152.5","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:152.5","not_percentage","Y","string","Not.Perc"
"era:outcome:152.5","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:125.0","legacy_subindicator_code","BCR-GRTC","string","Subindicator.Code"
"era:outcome:125.0","legacy_short_label","BC Ratio (GRTC)","string","Subindicator.Short"
"era:outcome:125.0","example_units","Unitless ratio","string","Example units"
"era:outcome:125.0","negative_values","N","boolean","Negative Values"
"era:outcome:125.0","direction_sign","p","string","Sign"
"era:outcome:125.0","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:125.0","not_percentage","Y","string","Not.Perc"
"era:outcome:125.0","legacy_deprecated","FALSE","boolean","Depreciated"
"era:outcome:125.1","legacy_subindicator_code","BCR-GRVC","string","Subindicator.Code"
"era:outcome:125.1","legacy_short_label","BC Ratio (GRVC)","string","Subindicator.Short"
"era:outcome:125.1","example_units","Unitless ratio","string","Example units"
"era:outcome:125.1","negative_values","N","boolean","Negative Values"
"era:outcome:125.1","direction_sign","p","string","Sign"
"era:outcome:125.1","treatment_control_ratio","N","boolean","TC.Ratio"
"era:outcome:125.1","not_percentage","Y","string","Not.Perc"
"era:outcome:125.1","legacy_deprecated","FALSE","boolean","Depreciated"
