"concept_id","language","label_type","label","source_column"
"era:practice:h6.2","en","pref","Reduced Tillage (Off-season)","Subpractice"
"era:practice:h7","en","pref","Fully Irrigated Control or Experiment","Subpractice"
"era:practice:h7","en","alt","Full Irrig","Subpractice.S"
"era:practice:h23","en","pref","No Irrigation Control or Rainfed Agriculture","Subpractice"
"era:practice:h23","en","alt","No Irrig","Subpractice.S"
"era:practice:h3","en","pref","Transplanting Seedlings. This practice code has only been applied to the 2018 dataset","Subpractice"
"era:outcome:pillar:001","en","pref","Productivity","Pillar"
"era:outcome:pillar:002","en","pref","Other","Pillar"
"era:outcome:pillar:003","en","pref","Resilience","Pillar"
"era:outcome:pillar:004","en","pref","Mitigation","Pillar"
"era:outcome:subpillar:001","en","pref","Yield","Subpillar"
"era:outcome:subpillar:002","en","pref","Livestock Diet","Subpillar"
"era:outcome:subpillar:003","en","pref","Economics","Subpillar"
"era:outcome:subpillar:004","en","pref","Physical","Subpillar"
"era:outcome:subpillar:005","en","pref","Efficiency","Subpillar"
"era:outcome:subpillar:006","en","pref","Social","Subpillar"
"era:outcome:subpillar:007","en","pref","Emissions","Subpillar"
"era:outcome:subpillar:008","en","pref","Carbon Stocks","Subpillar"
"era:outcome:subpillar:009","en","pref","Cookstove","Subpillar"
"era:outcome:indicator:001","en","pref","Product Yield","Indicator"
"era:outcome:indicator:002","en","pref","Feed Intake","Indicator"
"era:outcome:indicator:003","en","pref","Non-Product Yield","Indicator"
"era:outcome:indicator:004","en","pref","Income","Indicator"
"era:outcome:indicator:005","en","pref","Costs","Indicator"
"era:outcome:indicator:006","en","pref","Economic Performance","Indicator"
"era:outcome:indicator:007","en","pref","Biodiversity","Indicator"
"era:outcome:indicator:008","en","pref","Pest & Pathogen","Indicator"
"era:outcome:indicator:009","en","pref","Soil Quality","Indicator"
"era:outcome:indicator:010","en","pref","Yield Stability","Indicator"
"era:outcome:indicator:011","en","pref","Animal Survival","Indicator"
"era:outcome:indicator:012","en","pref","Efficiency","Indicator"
"era:outcome:indicator:013","en","pref","Gender Equity","Indicator"
"era:outcome:indicator:014","en","pref","Labour","Indicator"
"era:outcome:indicator:015","en","pref","Emissions","Indicator"
"era:outcome:indicator:016","en","pref","Carbon Stocks","Indicator"
"era:outcome:indicator:017","en","pref","Costs","Indicator"
"era:outcome:indicator:018","en","pref","Fuel Efficiency","Indicator"
"era:outcome:101.0","en","pref","Crop Yield","Subindicator"
"era:outcome:101.1","en","pref","Biomass Yield","Subindicator"
"era:outcome:101.2","en","pref","Extraction Yield","Subindicator"
"era:outcome:103.0","en","pref","Land Equivalent Ratio","Subindicator"
"era:outcome:103.0","en","alt","LER","Subindicator.Short"
"era:outcome:104.0","en","pref","Area Time Equivalent Ratio","Subindicator"
"era:outcome:104.0","en","alt","ATER","Subindicator.Short"
"era:outcome:118.0","en","pref","Weight Gain","Subindicator"
"era:outcome:119.1","en","pref","Meat Yield","Subindicator"
"era:outcome:119.2","en","pref","Milk Yield","Subindicator"
"era:outcome:119.3","en","pref","Egg Yield","Subindicator"
"era:outcome:119.4","en","pref","Other Animal Product Yield","Subindicator"
"era:outcome:119.4","en","alt","Animal Yield (Other)","Subindicator.Short"
"era:outcome:119.5","en","pref","Reproductive Yield","Subindicator"
"era:outcome:119.5","en","alt","Repro Yield","Subindicator.Short"
"era:outcome:400.0","en","pref","Feed Intake","Subindicator"
"era:outcome:102.0","en","pref","Crop Residue Yield","Subindicator"
"era:outcome:102.0","en","alt","Residue Yield","Subindicator.Short"
"era:outcome:120.0","en","pref","Gross Return","Subindicator"
"era:outcome:124.0","en","pref","Net Return","Subindicator"
"era:outcome:124.1","en","pref","Gross Margin","Subindicator"
"era:outcome:150.0","en","pref","Total Cost","Subindicator"
"era:outcome:150.1","en","pref","Total Cost per Unit Product","Subindicator"
"era:outcome:150.1","en","alt","Total Cost/Unit","Subindicator.Short"
"era:outcome:150.2","en","pref","Total Cost per Asset","Subindicator"
"era:outcome:150.2","en","alt","Total Cost/Asset","Subindicator.Short"
"era:outcome:150.3","en","pref","Total Cost (Unconfirmed)","Subindicator"
"era:outcome:150.3","en","alt","Total Cost (Unc)","Subindicator.Short"
"era:outcome:151.0","en","pref","Fixed Cost","Subindicator"
"era:outcome:151.1","en","pref","Fixed Cost per Unit Product","Subindicator"
"era:outcome:151.1","en","alt","Fixed Cost/Unit","Subindicator.Short"
"era:outcome:151.2","en","pref","Fixed Cost per Asset","Subindicator"
"era:outcome:151.2","en","alt","Fixed Cost/Asset","Subindicator.Short"
"era:outcome:152.0","en","pref","Variable Cost","Subindicator"
"era:outcome:152.0","en","alt","Var Cost","Subindicator.Short"
"era:outcome:152.2","en","pref","Variable Cost per Unit Product","Subindicator"
"era:outcome:152.2","en","alt","Var Cost/Unit","Subindicator.Short"
"era:outcome:152.3","en","pref","Variable Cost per Asset","Subindicator"
"era:outcome:152.3","en","alt","Var Cost/Asset","Subindicator.Short"
"era:outcome:152.1","en","pref","Labour Cost","Subindicator"
"era:outcome:152.1","en","alt","Lab Cost","Subindicator.Short"
"era:outcome:152.4","en","pref","Labour Cost per Unit Product","Subindicator"
"era:outcome:152.4","en","alt","Lab Cost/Unit","Subindicator.Short"
"era:outcome:152.5","en","pref","Labour Cost per Asset","Subindicator"
"era:outcome:152.5","en","alt","Lab Cost/Asset","Subindicator.Short"
"era:outcome:125.0","en","pref","Benefit Cost Ratio (GRTC)","Subindicator"
"era:outcome:125.0","en","alt","BC Ratio (GRTC)","Subindicator.Short"
"era:outcome:125.1","en","pref","Benefit Cost Ratio (GRVC)","Subindicator"
"era:outcome:125.1","en","alt","BC Ratio (GRVC)","Subindicator.Short"
"era:outcome:125.2","en","pref","Benefit Cost Ratio (GMVC)","Subindicator"
"era:outcome:125.2","en","alt","BC Ratio (GMVC)","Subindicator.Short"
"era:outcome:125.3","en","pref","Benefit Cost Ratio (NRVC)","Subindicator"
"era:outcome:125.3","en","alt","BC Ratio (NRVC)","Subindicator.Short"
"era:outcome:125.5","en","pref","Benefit Cost Ratio (NRTC)","Subindicator"
"era:outcome:125.5","en","alt","BC Ratio (NRTC)","Subindicator.Short"
"era:outcome:125.6","en","pref","Benefit Cost Ratio (GMTC)","Subindicator"
"era:outcome:125.6","en","alt","BC Ratio (GMTC)","Subindicator.Short"
"era:outcome:125.4","en","pref","Benefit Cost Ratio (Unspecified)","Subindicator"
"era:outcome:125.4","en","alt","BC Ratio (Unsp.)","Subindicator.Short"
"era:outcome:126.0","en","pref","Cost Benefit Ratio (TCGR)","Subindicator"
"era:outcome:126.0","en","alt","CB Ratio (TCGR)","Subindicator.Short"
"era:outcome:126.1","en","pref","Cost Benefit Ratio (VCGR)","Subindicator"
"era:outcome:126.1","en","alt","CB Ratio (VCGR)","Subindicator.Short"
"era:outcome:126.2","en","pref","Cost Benefit Ratio (TCNR)","Subindicator"
"era:outcome:126.2","en","alt","CB Ratio (TCNR)","Subindicator.Short"
"era:outcome:130.0","en","pref","Net Present Value","Subindicator"
"era:outcome:130.0","en","alt","NPV","Subindicator.Short"
"era:outcome:131.0","en","pref","Payback Period","Subindicator"
"era:outcome:134.0","en","pref","Return on Investment","Subindicator"
"era:outcome:134.0","en","alt","ROI","Subindicator.Short"
"era:outcome:137.0","en","pref","Internal Rate of Return","Subindicator"
"era:outcome:137.0","en","alt","IRR","Subindicator.Short"
"era:outcome:137.1","en","pref","Marginal Rate of Return","Subindicator"
"era:outcome:137.1","en","alt","MRR","Subindicator.Short"
"era:outcome:203.0","en","pref","Biodiversity","Subindicator"
"era:outcome:268.0","en","pref","Beneficial Organisms","Subindicator"
"era:outcome:268.0","en","alt","Beneficial Org","Subindicator.Short"
"era:outcome:209.0","en","pref","Pest & Pathogen (Losses)","Subindicator"
"era:outcome:209.0","en","alt","Pest Path (Loss)","Subindicator.Short"
"era:outcome:209.1","en","pref","Pest & Pathogen (Product Weight)","Subindicator"
"era:outcome:209.1","en","alt","Pest Path (Prod)","Subindicator.Short"
"era:outcome:212.0","en","pref","Pest & Pathogen (Numbers)","Subindicator"
"era:outcome:212.0","en","alt","Pest Path (Num)","Subindicator.Short"
"era:outcome:217.0","en","pref","Erosion","Subindicator"
"era:outcome:218.0","en","pref","Runoff","Subindicator"
"era:outcome:223.0","en","pref","Soil Organic Matter","Subindicator"
"era:outcome:223.0","en","alt","SOM","Subindicator.Short"
"era:outcome:224.0","en","pref","Soil Organic Carbon","Subindicator"
"era:outcome:224.0","en","alt","SOC","Subindicator.Short"
"era:outcome:224.1","en","pref","Soil Organic Carbon (Change)","Subindicator"
"era:outcome:224.1","en","alt","SOC (Change)","Subindicator.Short"
"era:outcome:226.0","en","pref","Soil Nitrogen","Subindicator"
"era:outcome:226.0","en","alt","Soil N","Subindicator.Short"
"era:outcome:226.1","en","pref","Soil Total Nitrogen","Subindicator"
"era:outcome:226.1","en","alt","Soil TN","Subindicator.Short"
"era:outcome:226.2","en","pref","Soil Available Nitrogen","Subindicator"
"era:outcome:226.2","en","alt","Soil AN","Subindicator.Short"
"era:outcome:226.3","en","pref","Soil NO3","Subindicator"
"era:outcome:226.4","en","pref","Soil NH4","Subindicator"
"era:outcome:231.0","en","pref","Soil Moisture","Subindicator"
"era:outcome:221.0","en","pref","Infiltration Rate","Subindicator"
"era:outcome:221.0","en","alt","Infiltration","Subindicator.Short"
"era:outcome:228.0","en","pref","Cation Exchange Capacity","Subindicator"
"era:outcome:228.0","en","alt","CEC","Subindicator.Short"
"era:outcome:228.1","en","pref","Effective Cation Exchange Capacity","Subindicator"
"era:outcome:228.1","en","alt","ECEC","Subindicator.Short"
"era:outcome:270.0","en","pref","Yield Stability","Subindicator"
"era:outcome:236.1","en","pref","Animal Survival","Subindicator"
"era:outcome:236.2","en","pref","Animal Mortality","Subindicator"
"era:outcome:232.1","en","pref","Water Use","Subindicator"
"era:outcome:232.1","en","alt","WU","Subindicator.Short"
"era:outcome:232.2","en","pref","Water Use Efficiency","Subindicator"
"era:outcome:232.2","en","alt","WUE","Subindicator.Short"
"era:outcome:232.3","en","pref","Depreciated -Water Use (Rain & Irrigation)","Subindicator"
"era:outcome:232.4","en","pref","Depreciated - Water Use (Irrigation)","Subindicator"
"era:outcome:232.5","en","pref","Depreciated - Water Use (Unspecified)","Subindicator"
"era:outcome:233.0","en","pref","Nitrogen Use Efficiency (ARE Unspecificed)","Subindicator"
"era:outcome:233.0","en","alt","NUE (ARE Unsp.)","Subindicator.Short"
"era:outcome:233.1","en","pref","Nitrogen Use Efficiency (ARE Product)","Subindicator"
"era:outcome:233.1","en","alt","NUE (ARE Prod)","Subindicator.Short"
"era:outcome:233.2","en","pref","Nitrogen Use Efficiency (ARE AGB)","Subindicator"
"era:outcome:233.2","en","alt","NUE (ARE AGB)","Subindicator.Short"
"era:outcome:233.3","en","pref","Nitrogen Use Efficiency (Isotopic Product)","Subindicator"
"era:outcome:233.3","en","alt","NUE (Iso Prod)","Subindicator.Short"
"era:outcome:233.4","en","pref","Nitrogen Use Efficiency (Isotopic AGB)","Subindicator"
"era:outcome:233.4","en","alt","NUE (Iso AGB)","Subindicator.Short"
"era:outcome:233.5","en","pref","Nitrogen Use Efficiency (PNB Product)","Subindicator"
"era:outcome:233.5","en","alt","NUE (PNB Prod)","Subindicator.Short"
"era:outcome:233.6","en","pref","Nitrogen Use Efficiency (PNB AGB)","Subindicator"
"era:outcome:233.6","en","alt","NUE (PNB AGB)","Subindicator.Short"
"era:outcome:257.1","en","pref","Nitrogen Agronomic Efficiency","Subindicator"
"era:outcome:257.1","en","alt","N AE (Prod)","Subindicator.Short"
"era:outcome:257.3","en","pref","Nitrogen Agronomic Efficiency (AGB)","Subindicator"
"era:outcome:257.3","en","alt","N AE (AGB)","Subindicator.Short"
"era:outcome:257.2","en","pref","Nitrogen Factor Productivity","Subindicator"
"era:outcome:257.2","en","alt","N TFP","Subindicator.Short"
"era:outcome:238.0","en","pref","Nitrogen (Apparent Efficiency Animals Feed)","Subindicator"
"era:outcome:238.0","en","alt","Nitrogen (AE Animals)","Subindicator.Short"
"era:outcome:234.0","en","pref","Phosphorus Use Efficiency (ARE Unspecified)","Subindicator"
"era:outcome:234.0","en","alt","PUE (ARE Unsp.)","Subindicator.Short"
"era:outcome:234.1","en","pref","Phosphorus Use Efficiency (ARE Product)","Subindicator"
"era:outcome:234.1","en","alt","PUE (ARE Prod)","Subindicator.Short"
"era:outcome:234.2","en","pref","Phosphorus Use Efficiency (ARE AGB)","Subindicator"
"era:outcome:234.2","en","alt","PUE (ARE AGB)","Subindicator.Short"
"era:outcome:258.0","en","pref","Phosphorus Agronomic Efficiency","Subindicator"
"era:outcome:258.0","en","alt","P AE (Prod)","Subindicator.Short"
"era:outcome:258.2","en","pref","Phosphorus Factor Productivity","Subindicator"
"era:outcome:258.2","en","alt","P TFP","Subindicator.Short"
"era:outcome:235.0","en","pref","Potassium Use Efficiency (ARE Unspecified)","Subindicator"
"era:outcome:235.0","en","alt","KUE (ARE Unsp.)","Subindicator.Short"
"era:outcome:235.1","en","pref","Potassium Use Efficiency (ARE Product)","Subindicator"
"era:outcome:235.1","en","alt","KUE (ARE Prod)","Subindicator.Short"
"era:outcome:235.2","en","pref","Potassium Use Efficiency (ARE AGB)","Subindicator"
"era:outcome:235.2","en","alt","KUE (ARE AGB)","Subindicator.Short"
"era:outcome:259.0","en","pref","Potassium Agronomic Efficiency","Subindicator"
"era:outcome:259.0","en","alt","K AE (Prod)","Subindicator.Short"
"era:outcome:259.2","en","pref","Potassium Factor Productivity","Subindicator"
"era:outcome:259.2","en","alt","K TFP","Subindicator.Short"
"era:outcome:257.0","en","pref","Total Factor Productivity","Subindicator"
"era:outcome:257.0","en","alt","TFP","Subindicator.Short"
"era:outcome:267.0","en","pref","Feed Conversion Ratio (Out In)","Subindicator"
"era:outcome:267.0","en","alt","FCR (Out In)","Subindicator.Short"
"era:outcome:267.1","en","pref","Feed Conversion Ratio (In Out)","Subindicator"
"era:outcome:267.1","en","alt","FCR (In Out)","Subindicator.Short"
"era:outcome:265.0","en","pref","Protein Conversion Ratio (Out In)","Subindicator"
"era:outcome:265.0","en","alt","PCR (Out In)","Subindicator.Short"
"era:outcome:265.1","en","pref","Protein Conversion Ratio (In Out)","Subindicator"
"era:outcome:265.1","en","alt","PCR (In Out)","Subindicator.Short"
"era:outcome:239.0","en","pref","Labour Female","Subindicator"
"era:outcome:239.0","en","alt","Labour (Female)","Subindicator.Short"
"era:outcome:240.0","en","pref","Labour Male","Subindicator"
"era:outcome:240.0","en","alt","Labour (Male)","Subindicator.Short"
"era:outcome:242.0","en","pref","Income Female","Subindicator"
"era:outcome:242.0","en","alt","Income (Female)","Subindicator.Short"
"era:outcome:243.0","en","pref","Income Male","Subindicator"
"era:outcome:243.0","en","alt","Income (Male)","Subindicator.Short"
"era:outcome:132.0","en","pref","Labour Person Hours","Subindicator"
"era:outcome:132.0","en","alt","Labour (Person Hours)","Subindicator.Short"
"era:outcome:133.0","en","pref","Return to Labour","Subindicator"
"era:outcome:133.0","en","alt","Returns to Labour","Subindicator.Short"
"era:outcome:304.0","en","pref","CO2 Equivalent Emissions","Subindicator"
"era:outcome:304.0","en","alt","CO2 Equivalent","Subindicator.Short"
"era:outcome:305.0","en","pref","Methane Emissions","Subindicator"
"era:outcome:305.0","en","alt","CH4","Subindicator.Short"
"era:outcome:306.0","en","pref","Nitrous Oxide Emissions","Subindicator"
"era:outcome:306.0","en","alt","NOx","Subindicator.Short"
"era:outcome:307.0","en","pref","Carbon Dioxide Emissions","Subindicator"
"era:outcome:307.0","en","alt","CO2","Subindicator.Short"
"era:outcome:311.0","en","pref","Emissions Intensity","Subindicator"
"era:outcome:308.0","en","pref","Soil Carbon Stocks","Subindicator"
"era:outcome:309.0","en","pref","Aboveground Carbon Biomass","Subindicator"
"era:outcome:309.0","en","alt","C Stock (Above)","Subindicator.Short"
"era:outcome:310.0","en","pref","Belowground Carbon Biomass","Subindicator"
"era:outcome:310.0","en","alt","C Stock (Below)","Subindicator.Short"
"era:outcome:323.0","en","pref","Fuel Use","Subindicator"
"era:outcome:320.0","en","pref","Fuel Savings","Subindicator"
"era:outcome:321.0","en","pref","Cooking Time","Subindicator"
"era:outcome:322.0","en","pref","Specific Fuel Use","Subindicator"
"era:outcome:324.0","en","pref","Cookstove Emissions","Subindicator"
"era:outcome:238.0","en","alt","Nitrogen (Apparent Efficiency)","Previous.Names"
"era:outcome:307.0","en","alt","Carbon dioxide emissions","Previous.Names"
"era:outcome:309.0","en","alt","Aboveground Biomass","Previous.Names"
