case_id,concept_id,preferred_label,hierarchy_path,source_context,component_or_form_terms,process_terms,definition_status,lexical_collision_keys,feedipedia,agrovoc,cpc_product,review_status,proposed_disposition,reviewer,review_date,rationale
CEREAL-000594,AOM_000594,Cereal ByProducts,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,,,present,,,,,review-required,,,,
CEREAL-006023,AOM_006023,Atella Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Atella/Atella Dried,Atella,,dried,present,,https://www.feedipedia.org/node/22524,http://aims.fao.org/aos/agrovoc/c_1084,,review-required,,,,
CEREAL-001611,AOM_001611,Atella Fermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Atella/Atella Fermented,Atella,,fermented,present,,,http://aims.fao.org/aos/agrovoc/c_1085,,review-required,,,,
CEREAL-001876,AOM_001876,Atella,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Atella,Atella,,,present,,https://www.feedipedia.org/node/22524,http://aims.fao.org/aos/agrovoc/c_1085,,review-required,,,,
CEREAL-001843,AOM_001843,Baby Corn Stalk Dried Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Baby Corn/Baby Corn Stalk/Baby Corn Stalk Dried Wilted,Baby Corn,,dried;wilted,present,,,http://aims.fao.org/aos/agrovoc/c_d859f064,,review-required,,,,
CEREAL-006361,AOM_006361,Baby Corn Stalk Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Baby Corn/Baby Corn Stalk/Baby Corn Stalk Ensiled,Baby Corn,,ensiled,present,,,http://aims.fao.org/aos/agrovoc/c_d859f064,,review-required,,,,
CEREAL-001675,AOM_001675,Baby Corn Stalk,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Baby Corn/Baby Corn Stalk,Baby Corn,,,present,,,http://aims.fao.org/aos/agrovoc/c_d859f064,,review-required,,,,
CEREAL-001806,AOM_001806,Barley Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley/Barley Bran,Barley,,,present,,,http://aims.fao.org/aos/agrovoc/c_16066;http://aims.fao.org/aos/agrovoc/c_15941,0115,review-required,,,,
CEREAL-001178,AOM_001178,Barley Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley/Barley Dried,Barley,,dried,present,,https://www.feedipedia.org/node/11705,http://aims.fao.org/aos/agrovoc/c_16066;http://aims.fao.org/aos/agrovoc/c_15941,0115,review-required,,,,
CEREAL-002013,AOM_002013,Barley Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley/Barley Dried Ground,Barley,,dried;ground,present,,,http://aims.fao.org/aos/agrovoc/c_16066;http://aims.fao.org/aos/agrovoc/c_15941,0115,review-required,,,,
CEREAL-006040,AOM_006040,Barley Straw Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley/Barley Straw/Barley Straw Dried,Barley,,dried,present,,https://www.feedipedia.org/node/11830,http://aims.fao.org/aos/agrovoc/c_16066;http://aims.fao.org/aos/agrovoc/c_15941,0115,review-required,,,,
CEREAL-006035,AOM_006035,Barley Straw Fermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley/Barley Straw/Barley Straw Fermented,Barley,,fermented,present,,,http://aims.fao.org/aos/agrovoc/c_16066;http://aims.fao.org/aos/agrovoc/c_15941,0115,review-required,,,,
CEREAL-000584,AOM_000584,Barley Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley/Barley Straw,Barley,,,present,,https://www.feedipedia.org/node/11830,http://aims.fao.org/aos/agrovoc/c_16066;http://aims.fao.org/aos/agrovoc/c_15941,0115,review-required,,,,
CEREAL-006161,AOM_006161,Brewers By-Product Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers By-Product/Brewers By-Product Dried Ground,Brewers By-Product,,dried;ground,present,,https://www.feedipedia.org/node/11893,,,review-required,,,,
CEREAL-006160,AOM_006160,Brewers By-Product,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers By-Product,Brewers By-Product,,,present,brewers by product,https://www.feedipedia.org/node/11893,,,review-required,,,,
CEREAL-000564,AOM_000564,Brewers Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers Grain,Brewers Grain,grain,,present,brewers grain,https://www.feedipedia.org/node/11893,,,review-required,,,,
CEREAL-001884,AOM_001884,Brewers Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers Grain,Brewers Grain,grain,,missing,brewers by product;brewers grain,https://www.feedipedia.org/node/11893,,,review-required,,,,
CEREAL-000565,AOM_000565,Brewers Spent Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers Spent Grain,Brewers Spent Grain,grain,,present,brewers grain,https://www.feedipedia.org/node/11893,,,review-required,,,,
CEREAL-006064,AOM_006064,Cereal Spent Grain Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cereal Spent Grain/Cereal Spent Grain Ground,Cereal Spent Grain,grain,ground,present,,https://www.feedipedia.org/node/11893,,,review-required,,,,
CEREAL-003565,AOM_003565,Cereal Spent Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cereal Spent Grain,Cereal Spent Grain,grain,,present,,https://www.feedipedia.org/node/12282,,,review-required,,,,
CEREAL-003567,AOM_003567,Cheka Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cheka/Cheka Residue,Cheka,,,present,,,,,review-required,,,,
CEREAL-006220,AOM_006220,Distillers Grain Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Distillers Grain/Distillers Grain/Distillers Grain Dried,Distillers Grain,grain,dried,present,,,,,review-required,,,,
CEREAL-006374,AOM_006374,Finger Millet Straw Ensiled Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Finger Millet/Finger Millet Straw/Finger Millet Straw Ensiled Urea Treated,Finger Millet,,ensiled;urea treated,present,,,,,review-required,,,,
CEREAL-004005,AOM_004005,Finger Millet Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Finger Millet/Finger Millet Straw,Finger Millet,,,present,,,,,review-required,,,,
CEREAL-000567,AOM_000567,Hominy Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Hominy/Hominy Ground,Maize,,ground,present,,https://www.feedipedia.org/node/12290,,,review-required,,,,
CEREAL-001434,AOM_001434,Hominy,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Hominy,Maize,,,present,,https://www.feedipedia.org/node/12290,,,review-required,,,,
CEREAL-006226,AOM_006226,Maize Bran Alkali Treated Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Bran/Maize Bran Alkali Treated Ground,Maize,,alkali treated;ground,present,,,http://aims.fao.org/aos/agrovoc/c_d859f064,0112,review-required,,,,
CEREAL-006126,AOM_006126,Maize Bran Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Bran/Maize Bran Dried,Maize,,dried,present,,https://www.feedipedia.org/node/12280,http://aims.fao.org/aos/agrovoc/c_d859f064,0112,review-required,,,,
CEREAL-002016,AOM_002016,Maize Bran Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Bran/Maize Bran Dried Ground,Maize,,dried;ground,present,,https://www.feedipedia.org/node/12280,http://aims.fao.org/aos/agrovoc/c_d859f064,0112,review-required,,,,
CEREAL-001844,AOM_001844,Maize Bran Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Bran/Maize Bran Ground,Maize,,ground,present,,https://www.feedipedia.org/node/12280,http://aims.fao.org/aos/agrovoc/c_d859f064,0112,review-required,,,,
CEREAL-001614,AOM_001614,Maize Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Bran,Maize,,,present,,https://www.feedipedia.org/node/12280,http://aims.fao.org/aos/agrovoc/c_d859f064,0112,review-required,,,,
CEREAL-001943,AOM_001943,Maize Cob Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Cob/Maize Cob Ensiled,Maize,,ensiled,present,,,,0112,review-required,,,,
CEREAL-002083,AOM_002083,Maize Cob Ensiled Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Cob/Maize Cob Ensiled Urea Treated,Maize,,ensiled;urea treated,present,,,,0112,review-required,,,,
CEREAL-006218,AOM_006218,Maize Cob Enzyme Treated Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Cob/Maize Cob Enzyme Treated Ground,Maize,,enzyme treated;ground,present,,,,0112,review-required,,,,
CEREAL-006071,AOM_006071,Maize Cob Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Cob/Maize Cob Ground,Maize,,ground,present,,,,0112,review-required,,,,
CEREAL-000569,AOM_000569,Maize Cob,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Cob,Maize,,,present,,https://www.feedipedia.org/node/12875,,0112,review-required,,,,
CEREAL-001295,AOM_001295,Maize Germ Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Germ/Maize Germ Ground,Maize,,ground,present,,https://www.feedipedia.org/node/12286,,0112,review-required,,,,
CEREAL-001294,AOM_001294,Maize Germ,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Germ,Maize,,,present,,https://www.feedipedia.org/node/12286,,0112,review-required,,,,
CEREAL-001293,AOM_001293,Maize Gluten Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Gluten/Maize Gluten Ground,Maize,,ground,present,,https://www.feedipedia.org/node/12288,,0112,review-required,,,,
CEREAL-001292,AOM_001292,Maize Gluten,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Gluten,Maize,,,present,,https://www.feedipedia.org/node/12288,,0112,review-required,,,,
CEREAL-001942,AOM_001942,Maize Husk Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Husk/Maize Husk Dried Ground,Maize,,dried;ground,present,,,,0112,review-required,,,,
CEREAL-001299,AOM_001299,Maize Husk,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Husk,Maize,,,present,,,,0112,review-required,,,,
CEREAL-001944,AOM_001944,Maize Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Leaves/Maize Leaves Dried,Maize,,dried,present,,,,0112,review-required,,,,
CEREAL-001298,AOM_001298,Maize Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Leaves,Maize,,,present,,https://www.feedipedia.org/node/22237,,0112,review-required,,,,
CEREAL-006127,AOM_006127,Maize Offal Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Dried,Maize,,dried,present,,,,0112,review-required,,,,
CEREAL-006129,AOM_006129,Maize Offal Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Dried Ground,Maize,,dried;ground,present,,,,0112,review-required,,,,
CEREAL-006128,AOM_006128,Maize Offal Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Ground,Maize,,ground,present,,,,0112,review-required,,,,
CEREAL-000571,AOM_000571,Maize Offal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Offal,Maize,,,present,,https://www.feedipedia.org/node/12280,,0112,review-required,,,,
CEREAL-001615,AOM_001615,Maize Sheath Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Sheath/Maize Sheath Ground,Maize,,ground,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001297,AOM_001297,Maize Sheath,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Sheath,Maize,,,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-003297,AOM_003297,Maize Steep Liquor,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Steep Liquor,Maize,,,present,,,,0112,review-required,,,,
CEREAL-006076,AOM_006076,Maize Stover Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Stover/Maize Stover Ensiled,Maize,,ensiled,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-006002,AOM_006002,Maize Stover Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Stover/Maize Stover Urea Treated,Maize,,urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-006001,AOM_006001,Maize Stover,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Stover,Maize,,,present,,https://www.feedipedia.org/node/12873,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001686,AOM_001686,Maize Straw Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Dried,Maize,,dried,present,,https://www.feedipedia.org/node/12874,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001684,AOM_001684,Maize Straw Dried Ensiled Ground Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Dried Ensiled Ground Urea Treated,Maize,,dried;ensiled;ground;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001617,AOM_001617,Maize Straw Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Dried Ground,Maize,,dried;ground,present,,https://www.feedipedia.org/node/12874,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-006175,AOM_006175,Maize Straw Ensiled Fermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Ensiled Fermented,Maize,,ensiled;fermented,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001885,AOM_001885,Maize Straw Ensiled Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Ensiled Urea Treated,Maize,,ensiled;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-006165,AOM_006165,Maize Straw Ensiled Urea Treated Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Ensiled Urea Treated Wilted,Maize,,ensiled;urea treated;wilted,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001682,AOM_001682,Maize Straw Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Ground,Maize,,ground,present,,https://www.feedipedia.org/node/12874,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001688,AOM_001688,Maize Straw Ground Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Ground Urea Treated,Maize,,ground;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-006397,AOM_006397,Maize Straw Molasses Treated Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Molasses Treated Urea Treated,Maize,,molasses treated;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001687,AOM_001687,Maize Straw Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw/Maize Straw Urea Treated,Maize,,urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-000572,AOM_000572,Maize Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Straw,Maize,,,present,,https://www.feedipedia.org/node/12873,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-001845,AOM_001845,Malt Sprout,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Malt Sprout,Malt Sprout,,,present,,https://www.feedipedia.org/node/11829,,,review-required,,,,
CEREAL-001290,AOM_001290,Millet Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Millet/Millet Bran,Millet,,,present,,https://www.feedipedia.org/node/11690,http://aims.fao.org/aos/agrovoc/c_a40b4471,0118,review-required,,,,
CEREAL-006133,AOM_006133,Millet Straw Ensiled Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Millet/Millet Straw/Millet Straw Ensiled Urea Treated,Millet,,ensiled;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_a40b4471,0118,review-required,,,,
CEREAL-001291,AOM_001291,Millet Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Millet/Millet Straw,Millet,,,present,,https://www.feedipedia.org/node/12091,http://aims.fao.org/aos/agrovoc/c_a40b4471,0118,review-required,,,,
CEREAL-006143,AOM_006143,Oat Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Dried,Oat,,dried,present,,,http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001618,AOM_001618,Oat Fodder,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Fodder,Oat,,,present,,https://www.feedipedia.org/node/12390,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-000574,AOM_000574,Oat Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Leaves/Oat Leaves Dried,Oat,,dried,present,,,http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001702,AOM_001702,Oat Leaves Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Leaves/Oat Leaves Dried Ground,Oat,,dried;ground,present,,,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-006142,AOM_006142,Oat Straw Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Straw/Oat Straw Dried,Oat,,dried,present,,https://www.feedipedia.org/node/12389,,0117,review-required,,,,
CEREAL-001835,AOM_001835,Oat Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Straw,Oat,,,present,,https://www.feedipedia.org/node/12389,,0117,review-required,,,,
CEREAL-001846,AOM_001846,Pollard,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Pollard,Pollard,,,present,,,,,review-required,,,,
CEREAL-002114,AOM_002114,Rice Bran Solvent,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Bran/Rice Bran Solvent,Rice,,,present,,,http://aims.fao.org/aos/agrovoc/c_77d35680;http://aims.fao.org/aos/agrovoc/c_3349,0113,review-required,,,,
CEREAL-000575,AOM_000575,Rice Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Bran,Rice,,,present,,https://www.feedipedia.org/node/11637,http://aims.fao.org/aos/agrovoc/c_77d35680;http://aims.fao.org/aos/agrovoc/c_3349,0113,review-required,,,,
CEREAL-001280,AOM_001280,Rice Hull,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Hull,Rice,,,present,,https://www.feedipedia.org/node/11643,http://aims.fao.org/aos/agrovoc/c_24892,0113,review-required,,,,
CEREAL-001619,AOM_001619,Rice Husk Dried Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Husk/Rice Husk Dried Urea Treated,Rice,,dried;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_24892,0113,review-required,,,,
CEREAL-006187,AOM_006187,Rice Husk Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Husk/Rice Husk Ensiled,Rice,,ensiled,present,,,http://aims.fao.org/aos/agrovoc/c_24892,0113,review-required,,,,
CEREAL-006299,AOM_006299,Rice Husk Enzyme Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Husk/Rice Husk Enzyme Treated,Rice,,enzyme treated,present,,,http://aims.fao.org/aos/agrovoc/c_24892,0113,review-required,,,,
CEREAL-006188,AOM_006188,Rice Husk Fermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Husk/Rice Husk Fermented,Rice,,fermented,present,,,http://aims.fao.org/aos/agrovoc/c_24892,0113,review-required,,,,
CEREAL-000576,AOM_000576,Rice Husk,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Husk,Rice,,,present,,https://www.feedipedia.org/node/11643,http://aims.fao.org/aos/agrovoc/c_24892,0113,review-required,,,,
CEREAL-003854,AOM_003854,Rice Milling Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Milling Waste,Rice,,,present,,,,0113,review-required,,,,
CEREAL-006335,AOM_006335,Rice Offal Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Offal/Rice Offal Dried,Rice,,dried,present,,,,0113,review-required,,,,
CEREAL-006300,AOM_006300,Rice Offal Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Offal/Rice Offal Ground,Rice,,ground,present,,https://www.feedipedia.org/node/11637,,0113,review-required,,,,
CEREAL-000577,AOM_000577,Rice Offal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Offal,Rice,,,present,,https://www.feedipedia.org/node/11637,,0113,review-required,,,,
CEREAL-000578,AOM_000578,Rice Polish,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Polish,Rice,,,present,,https://www.feedipedia.org/node/12526,http://aims.fao.org/aos/agrovoc/c_32539,0113,review-required,,,,
CEREAL-006191,AOM_006191,Rice Straw Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Dried,Rice,,dried,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006192,AOM_006192,Rice Straw Dried Ensiled Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Dried Ensiled Urea Treated,Rice,,dried;ensiled;urea treated,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006337,AOM_006337,Rice Straw Dried Fermented Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Dried Fermented Ground,Rice,,dried;fermented;ground,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
