case_id,concept_id,preferred_label,hierarchy_path,source_context,component_or_form_terms,process_terms,definition_status,lexical_collision_keys,feedipedia,agrovoc,cpc_product,review_status,proposed_disposition,reviewer,review_date,rationale
CEREAL-001365,AOM_001365,Sorghum Sprout,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum/Sorghum Sprout,Sorghum,,,present,,https://www.feedipedia.org/node/15784,http://aims.fao.org/aos/agrovoc/c_7244;http://aims.fao.org/aos/agrovoc/c_7249,0114,review-required,,,,
CEREAL-001316,AOM_001316,Sorghum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum,Sorghum,,,present,,https://www.feedipedia.org/node/11655,,0114,review-required,,,,
CEREAL-002124,AOM_002124,Wheat Crushed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat/Wheat Crushed,Wheat,,crushed,present,,https://www.feedipedia.org/node/12754,,0111,review-required,,,,
CEREAL-001346,AOM_001346,Wheat Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat/Wheat Ground,Wheat,,ground,present,,https://www.feedipedia.org/node/12754,,0111,review-required,,,,
CEREAL-000660,AOM_000660,Wheat Whole Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat/Wheat Whole Ground,Wheat,whole,ground,present,,https://www.feedipedia.org/node/12754,http://aims.fao.org/aos/agrovoc/c_25511,0111,review-required,,,,
CEREAL-001319,AOM_001319,Wheat,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Wheat,Wheat,,,present,,https://www.feedipedia.org/node/12754,http://aims.fao.org/aos/agrovoc/c_25511,0111,review-required,,,,
CEREAL-000701,AOM_000701,Cereal and Grass Forages,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages,,,,present,,https://www.feedipedia.org/content/feeds?category=13593,,,review-required,,,,
CEREAL-006039,AOM_006039,Andropogon Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon/Andropogon Dried,Andropogon,,dried,present,,,,,review-required,,,,
CEREAL-001379,AOM_001379,Andropogon,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon,Andropogon,,,present,,,,,review-required,,,,
CEREAL-001382,AOM_001382,Andropogon abyssinica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon abyssinica,Andropogon abyssinica,,,present,,,,,review-required,,,,
CEREAL-002216,AOM_002216,Andropogon appendiculatus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon appendiculatus,Andropogon appendiculatus,,,present,,,,,review-required,,,,
CEREAL-001581,AOM_001581,Andropogon gayanus Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus/Andropogon gayanus Dried,Andropogon gayanus,,dried,present,bluestem,https://www.feedipedia.org/node/12116,,,review-required,,,,
CEREAL-001381,AOM_001381,Andropogon gayanus Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus/Andropogon gayanus Ensiled,Andropogon gayanus,,ensiled,present,,https://www.feedipedia.org/node/12117,,,review-required,,,,
CEREAL-006103,AOM_006103,Andropogon gayanus Ensiled Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus/Andropogon gayanus Ensiled Wilted,Andropogon gayanus,,ensiled;wilted,present,,,,,review-required,,,,
CEREAL-001380,AOM_001380,Andropogon gayanus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon gayanus,Andropogon gayanus,,,present,bluestem,https://www.feedipedia.org/node/12114,,,review-required,,,,
CEREAL-001383,AOM_001383,Andropogon guianensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon guianensis,Andropogon guianensis,,,missing,,https://www.feedipedia.org/node/12114,,,review-required,,,,
CEREAL-006021,AOM_006021,Andropogon tectorum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Andropogon tectorum,Andropogon tectorum,,,present,,,,,review-required,,,,
CEREAL-001456,AOM_001456,Aristida,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Aristida,Aristida,,,present,,,,,review-required,,,,
CEREAL-001457,AOM_001457,Aristida adscensionis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Aristida adscensionis,Aristida adscensionis,,,present,,https://www.feedipedia.org/node/12011,,,review-required,,,,
CEREAL-001459,AOM_001459,Bothriochloa Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bothriochloa/Bothriochloa Dried,Bothriochloa,,dried,present,,,,,review-required,,,,
CEREAL-001458,AOM_001458,Bothriochloa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bothriochloa,Bothriochloa,,,present,,https://www.feedipedia.org/node/11880,,,review-required,,,,
CEREAL-001460,AOM_001460,Bothriochloa insculpta,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bothriochloa insculpta,Bothriochloa insculpta,,,present,,https://www.feedipedia.org/node/12030,,,review-required,,,,
CEREAL-001898,AOM_001898,Bothriocloa Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bothriocloa/Bothriocloa Dried,Bothriocloa,,dried,missing,,,,,review-required,,,,
CEREAL-001396,AOM_001396,Bracharia Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia/Bracharia Dried,Bracharia,,dried,present,,,,,review-required,,,,
CEREAL-006045,AOM_006045,Bracharia Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia/Bracharia Dried Ground,Bracharia,,dried;ground,present,,,,,review-required,,,,
CEREAL-001395,AOM_001395,Bracharia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia,Bracharia,,,present,,,,,review-required,,,,
CEREAL-006044,AOM_006044,Bracharia decumbens Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia decumbens/Bracharia decumbens Dried,Bracharia decumbens,,dried,present,,,,,review-required,,,,
CEREAL-001620,AOM_001620,Bracharia decumbens Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia decumbens/Bracharia decumbens Ensiled,Bracharia decumbens,,ensiled,present,,,,,review-required,,,,
CEREAL-001397,AOM_001397,Bracharia decumbens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Bracharia decumbens,Bracharia decumbens,,,present,,https://www.feedipedia.org/node/12597,,,review-required,,,,
CEREAL-006046,AOM_006046,Brachiaria brizantha Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria brizantha/Brachiaria brizantha Dried,Brachiaria brizantha,,dried,present,,https://www.feedipedia.org/node/11884,https://agrovoc.fao.org/browse/agrovoc/en/page/c_1043;http://aims.fao.org/aos/agrovoc/c_2832,,review-required,,,,
CEREAL-001385,AOM_001385,Brachiaria brizantha,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria brizantha,Brachiaria brizantha,,,present,,https://www.feedipedia.org/node/11884,https://agrovoc.fao.org/browse/agrovoc/en/page/c_1043;http://aims.fao.org/aos/agrovoc/c_2832,,review-required,,,,
CEREAL-006159,AOM_006159,Brachiaria hybrid Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria hybrid/Brachiaria hybrid Dried,Brachiaria hybrid,,dried,present,,,,,review-required,,,,
CEREAL-003385,AOM_003385,Brachiaria hybrid,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria hybrid,Brachiaria hybrid,,,present,,,,,review-required,,,,
CEREAL-006047,AOM_006047,Brachiaria ruziziensis Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria ruziziensis/Brachiaria ruziziensis Dried,Brachiaria ruziziensis,,dried,present,,https://www.feedipedia.org/node/12015,,,review-required,,,,
CEREAL-001398,AOM_001398,Brachiaria ruziziensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria ruziziensis,Brachiaria ruziziensis,,,present,,https://www.feedipedia.org/node/12015,,,review-required,,,,
CEREAL-001399,AOM_001399,Brachiaria serrata,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Brachiaria serrata,Brachiaria serrata,,,present,,,,,review-required,,,,
CEREAL-000686,AOM_000686,Cenchrus ciliaris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cenchrus ciliaris,Cenchrus ciliaris,,,present,,https://www.feedipedia.org/node/11899,http://aims.fao.org/aos/agrovoc/c_1428,,review-required,,,,
CEREAL-001400,AOM_001400,Cenchrus ciliaris Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cenchrus ciliaris/Cenchrus ciliaris Dried,Cenchrus ciliaris,,dried,present,,https://www.feedipedia.org/node/11900,,,review-required,,,,
CEREAL-001401,AOM_001401,Chloris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris,Chloris,,,present,,,,,review-required,,,,
CEREAL-006065,AOM_006065,Chloris gayana Crushed Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris gayana/Chloris gayana Crushed Dried,Chloris gayana,,crushed;dried,present,,,,,review-required,,,,
CEREAL-001635,AOM_001635,Chloris gayana Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris gayana/Chloris gayana Dried/Chloris gayana Dried Ground,Chloris gayana,,dried;ground,present,,https://www.feedipedia.org/node/12519,,,review-required,,,,
CEREAL-001633,AOM_001633,Chloris gayana Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris gayana/Chloris gayana Dried,Chloris gayana,,dried,present,,https://www.feedipedia.org/node/12519,,,review-required,,,,
CEREAL-001634,AOM_001634,Chloris gayana Dried Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris gayana/Chloris gayana Dried Wilted,Chloris gayana,,dried;wilted,present,,,,,review-required,,,,
CEREAL-001402,AOM_001402,Chloris gayana,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Chloris gayana,Chloris gayana,,,present,,https://www.feedipedia.org/node/12518,,,review-required,,,,
CEREAL-002038,AOM_002038,Combretum aculeatum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Combretum aculeatum,Combretum aculeatum,,,present,,https://www.feedipedia.org/node/11632,,,review-required,,,,
CEREAL-001649,AOM_001649,Cynadon dactylon Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynadon dactylon/Cynadon dactylon Dried,Cynadon dactylon,,dried,present,,https://www.feedipedia.org/node/11850,,,review-required,,,,
CEREAL-001462,AOM_001462,Cynadon dactylon,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynadon dactylon,Cynadon dactylon,,,present,,https://www.feedipedia.org/node/11847,,,review-required,,,,
CEREAL-001464,AOM_001464,Cynadon plectostachyus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynadon plectostachyus,Cynadon plectostachyus,,,present,,,,,review-required,,,,
CEREAL-006075,AOM_006075,Cynodon Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynodon/Cynodon Dried,Cynodon,,dried,present,,,,,review-required,,,,
CEREAL-001461,AOM_001461,Cynodon,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynodon,Cynodon,,,present,,,,,review-required,,,,
CEREAL-006074,AOM_006074,Cynodon nlemfuensis Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynodon nlemfuensis/Cynodon nlemfuensis Dried,Cynodon nlemfuensis,,dried,present,,https://www.feedipedia.org/node/602,,,review-required,,,,
CEREAL-001465,AOM_001465,Cynodon nlemfuensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Cynodon nlemfuensis,Cynodon nlemfuensis,,,present,,https://www.feedipedia.org/node/602,,,review-required,,,,
CEREAL-003103,AOM_003103,Dactyloctenium aegyptium,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Dactyloctenium aegyptium,Dactyloctenium aegyptium,,,present,,https://www.feedipedia.org/node/12067,,,review-required,,,,
CEREAL-000687,AOM_000687,Desho Grass Hay,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Desho Grass Hay,Desho Grass Hay,hay,,present,,https://www.feedipedia.org/node/12377,http://aims.fao.org/aos/agrovoc/c_5676,,review-required,,,,
CEREAL-002229,AOM_002229,Desmodium uncinatum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Desmodium uncinatum,Desmodium uncinatum,,,present,,https://www.feedipedia.org/node/12601,,,review-required,,,,
CEREAL-000688,AOM_000688,Digitaria Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria/Digitaria Dried,Digitaria,,dried,present,,https://www.feedipedia.org/node/12054,http://aims.fao.org/aos/agrovoc/c_2278,,review-required,,,,
CEREAL-003916,AOM_003916,Digitaria,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria,Digitaria,,,present,,https://www.feedipedia.org/node/12053,,,review-required,,,,
CEREAL-001388,AOM_001388,Digitaria abyssinica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria abyssinica,Digitaria abyssinica,,,present,,https://www.feedipedia.org/node/11725,,,review-required,,,,
CEREAL-001389,AOM_001389,Digitaria decumbens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria decumbens,Digitaria decumbens,,,present,,https://www.feedipedia.org/node/12597,,,review-required,,,,
CEREAL-001390,AOM_001390,Digitaria nodosa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria nodosa,Digitaria nodosa,,,present,,,,,review-required,,,,
CEREAL-006092,AOM_006092,Digitaria smutsii Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria smutsii/Digitaria smutsii Dried,Digitaria smutsii,,dried,present,,,,,review-required,,,,
CEREAL-001391,AOM_001391,Digitaria smutsii,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria smutsii,Digitaria smutsii,,,present,,,,,review-required,,,,
CEREAL-001392,AOM_001392,Digitaria ternota,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Digitaria ternota,Digitaria ternota,,,present,,,,,review-required,,,,
CEREAL-001466,AOM_001466,Diheteropogon amplectens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Diheteropogon amplectens,Diheteropogon amplectens,,,present,,,,,review-required,,,,
CEREAL-006088,AOM_006088,Eclipta alba Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eclipta alba/Eclipta alba Leaves Dried,Eclipta alba,,dried,present,,,,,review-required,,,,
CEREAL-002238,AOM_002238,Eclipta alba,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eclipta alba,Eclipta alba,,,present,,,,,review-required,,,,
CEREAL-001467,AOM_001467,Eleusine floccifolia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eleusine floccifolia,Eleusine floccifolia,,,present,,,,,review-required,,,,
CEREAL-001785,AOM_001785,Elionurus muticus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Elionurus muticus,Elionurus muticus,,,present,,https://www.feedipedia.org/node/11772,,,review-required,,,,
CEREAL-006091,AOM_006091,Eragotris tremula Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragotris tremula/Eragotris tremula Dried,Eragotris tremula,,dried,present,,,,,review-required,,,,
CEREAL-001786,AOM_001786,Eragotris tremula,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragotris tremula,Eragotris tremula,,,present,,,,,review-required,,,,
CEREAL-001468,AOM_001468,Eragrostis capensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis capensis,Eragrostis capensis,,,present,,,,,review-required,,,,
CEREAL-001787,AOM_001787,Eragrostis curvula Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis curvula/Eragrostis curvula Dried,Eragrostis curvula,,dried,present,,https://www.feedipedia.org/node/12747,,,review-required,,,,
CEREAL-006368,AOM_006368,Eragrostis curvula Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis curvula/Eragrostis curvula Dried Ground,Eragrostis curvula,,dried;ground,present,,,,,review-required,,,,
CEREAL-006093,AOM_006093,Eragrostis curvula Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis curvula/Eragrostis curvula Ground,Eragrostis curvula,,ground,present,,,,,review-required,,,,
CEREAL-001393,AOM_001393,Eragrostis curvula,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis curvula,Eragrostis curvula,,,present,,https://www.feedipedia.org/node/12746,,,review-required,,,,
CEREAL-001469,AOM_001469,Eragrostis papposa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis papposa,Eragrostis papposa,,,present,,,,,review-required,,,,
CEREAL-006094,AOM_006094,Eragrostis racemosa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Eragrostis racemosa,Eragrostis racemosa,,,present,,,,,review-required,,,,
