concept_id,preferred_label,recommended_route,public_mapping_schemes,public_mapping_targets
AOM_001561,Ulva lactuca,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy,0493;http://purl.obolibrary.org/obo/NCBITaxon_63410
AOM_001562,Ulva armoricana,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy,0493;http://purl.obolibrary.org/obo/NCBITaxon_216035
AOM_001565,Vallisneria aethiopica,research_taxon_insufficient_for_material,world-flora-online,wfo-0000770228
AOM_001569,Asteriscus maritimus,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_56521;wfo-0000131556
AOM_001570,Atractylis cancellata,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_143173;wfo-0000046461
AOM_001573,Catha edulis,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_123405;wfo-0000590815
AOM_001574,Catha edulis Residue,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_123405;wfo-0000590815
AOM_001575,Crotalaria ochroleuca,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_165772;wfo-0000209242
AOM_001586,Soybean Oil,research_public_ontology,agrovoc;cpc-product;ncbi-taxonomy;world-flora-online,2161;http://aims.fao.org/aos/agrovoc/c_16508;http://purl.obolibrary.org/obo/NCBITaxon_3847;wfo-0000181462
AOM_001588,Ficus,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_319808;wfo-4000014727
AOM_001603,Acacia tortilis Fruits,research_public_ontology,agrovoc;ncbi-taxonomy;world-flora-online,http://aims.fao.org/aos/agrovoc/c_50;http://purl.obolibrary.org/obo/NCBITaxon_138046;wfo-0001428832
AOM_001654,Dichrostachys cinerea Fruits,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_196665;wfo-0000195972
AOM_001675,Baby Corn Stalk,research_public_ontology,agrovoc;ncbi-taxonomy;world-flora-online,http://aims.fao.org/aos/agrovoc/c_d859f064;http://purl.obolibrary.org/obo/NCBITaxon_4577;wfo-0000907754
AOM_001760,Acacia etbaica,research_public_ontology,agrovoc;cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://aims.fao.org/aos/agrovoc/c_1323858907498;http://purl.obolibrary.org/obo/NCBITaxon_546664;wfo-0000195087
AOM_001761,Acacia etbaica Fruits,research_public_ontology,agrovoc;ncbi-taxonomy;world-flora-online,http://aims.fao.org/aos/agrovoc/c_1323858907498;http://purl.obolibrary.org/obo/NCBITaxon_546664;wfo-0000195087
AOM_001766,Acacia polyacantha,research_public_ontology,agrovoc;cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://aims.fao.org/aos/agrovoc/c_1323858907498;http://purl.obolibrary.org/obo/NCBITaxon_546664;wfo-0000209605
AOM_001771,Leucaena pallida,research_public_ontology,agrovoc;cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://aims.fao.org/aos/agrovoc/c_15843;http://purl.obolibrary.org/obo/NCBITaxon_190754;wfo-0000192527
AOM_001777,Potato Processing Waste,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,01510;http://purl.obolibrary.org/obo/NCBITaxon_4113;wfo-0001031908
AOM_001780,Lippia javanica,research_taxon_insufficient_for_material,world-flora-online,wfo-0000228924
AOM_001783,Scarlet Eggplant Market Waste,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_205524;wfo-0001025760
AOM_001786,Eragotris tremula,research_taxon_insufficient_for_material,cpc-component;world-flora-online,01919.9;wfo-0000868553
AOM_001788,Jardinea congoensis,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_2837565;wfo-0000876598
AOM_001791,Moringa stenopetala,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_161034;wfo-0001085058
AOM_001793,Albizia harveyi,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_199155;wfo-0000183848
AOM_001795,Erythrina abyssinica,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_1237573;wfo-0000180423
AOM_001805,African Palm Larvae,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_50557
AOM_001810,Khaya senegalensis,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_587579;wfo-0000356989
AOM_001815,Date Cull,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,01314;http://purl.obolibrary.org/obo/NCBITaxon_42345;wfo-0000269752
AOM_001817,Legume Residue,research_public_ontology,agrovoc;ncbi-taxonomy,http://aims.fao.org/aos/agrovoc/c_13356;http://purl.obolibrary.org/obo/NCBITaxon_3821
AOM_001820,Potato Starch,research_taxon_insufficient_for_material,cpc-component;cpc-product;ncbi-taxonomy;world-flora-online,01510;2322;http://purl.obolibrary.org/obo/NCBITaxon_4113;wfo-0001031908
AOM_001842,Cabbage Discards,research_public_ontology,agrovoc;ncbi-taxonomy;world-flora-online,http://aims.fao.org/aos/agrovoc/c_5514;http://purl.obolibrary.org/obo/NCBITaxon_4710;wfo-0000571350
AOM_001846,Pollard,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_4498
AOM_001847,Ficus sur,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,01315;http://purl.obolibrary.org/obo/NCBITaxon_100575;wfo-0000690530
AOM_001848,Ficus sur Fruits,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_100575;wfo-0000690530
AOM_001850,Brassica oleracea,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_3712;wfo-0000571350
AOM_001853,Juncaceae,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_14101;wfo-7000000310
AOM_001854,Plantago albicans,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_197790;wfo-1200039623
AOM_001855,Poaceae,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_4479;wfo-7000000483
AOM_001860,Berchemia discolor,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_3103836;wfo-0000564133
AOM_001871,Urtica dioica,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_3501;wfo-0000416616
AOM_001897,Sheanut,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,1499.01;http://purl.obolibrary.org/obo/NCBITaxon_292385;wfo-0000332885
AOM_001900,Stereochlaena cameronii,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_1133591;wfo-0000901648
AOM_001903,Asteraceae,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_4210;wfo-7000000146
AOM_001927,Rainbow Trout,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_8022
AOM_001936,Giant Snail,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_2315439
AOM_001956,Tomato Waste,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_4081;wfo-0001029216
AOM_00205,Soybean Haulm,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,0141;http://purl.obolibrary.org/obo/NCBITaxon_3847;wfo-0000181462
AOM_002052,Ficus natalensis,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_309307;wfo-0000689419
AOM_002054,Ficus polita,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_378027;wfo-0001084781
AOM_002058,Stereospermum kunthianum,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_1237820;wfo-0000779673
AOM_002059,Terminalia sericea,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_459862;wfo-1200025213
AOM_002061,Albizia gummifera,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_1561840;wfo-0000183535
AOM_002069,Eucalyptus alba,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_183808;wfo-0000954367
AOM_002082,Shrimp Hydrolysate,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_397977
AOM_002091,Cassava Binder,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_3983;wfo-0000235507
AOM_002102,Coconut Cake,research_taxon_insufficient_for_material,cpc-component;cpc-product;ncbi-taxonomy;world-flora-online,0146;2191;http://purl.obolibrary.org/obo/NCBITaxon_13894;wfo-0000903570
AOM_002111,Opuntia ficus indica Fruits,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_371859;wfo-0000385761
AOM_002150,Piliostigma reticulatum,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_228531;wfo-0000170391
AOM_002153,Opuntia stricta,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_701516;wfo-0000385755
AOM_002154,Opuntia stricta Cladode,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_701516;wfo-0000385755
AOM_002167,Carrot Waste,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_4039;wfo-0000638442.
AOM_002192,Fish Offal,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy,21234;http://purl.obolibrary.org/obo/NCBITaxon_7898
AOM_002200,Chlorella vulgaris,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_3077
AOM_002201,Acacia dealbata,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_205042;wfo-0000201296
AOM_002216,Andropogon appendiculatus,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_2491204;wfo-0000846116
AOM_002220,Tectona grandis,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_41396;wfo-0000321229
AOM_002221,Searsia lancea,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_298678;wfo-0000434904
AOM_002222,Searsia pyroides,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_298680;wfo-0000510287
AOM_002224,Euclea crispa,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_384959;wfo-0000681074
AOM_002228,Fava Bean,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_3906;wfo-0000212739
AOM_002234,Kochia scoparia,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_83154;wfo-0000356305
AOM_002238,Eclipta alba,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_2448053;wfo-0000030563
AOM_002241,Rainbow Trout Oil,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_8022
AOM_002243,Sardine,research_taxon_insufficient_for_material,ncbi-taxonomy,http://purl.obolibrary.org/obo/NCBITaxon_27697
AOM_002305,Beta vulgaris,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_161934;wfo-0000564998
AOM_003061,Ipomoea triloba,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_35885;wfo-0001297271
AOM_003063,Acalypha fimbriata,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_2665451;wfo-0000936700
AOM_003065,Sida cordifolia,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_108362;wfo-0000501705
AOM_003066,Alternanthera sessilis,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_221762;wfo-0000528825
AOM_003067,Sida acuta,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_108357;wfo-0000496936
AOM_003068,Phyllanthus amarus,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_293060;wfo-0000270441
AOM_003071,Prunus africana,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_379279;wfo-0000995790
AOM_003077,Commelina imberbis,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_428232;wfo-0000359473
AOM_003081,Anacardium occidentale,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_171929;wfo-0000533072
AOM_003104,Tristachya leucothrix,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_221759;wfo-0000905585
AOM_003105,Acacia mearnsii,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_139012;wfo-0000203882
AOM_003210,Grass Pea Haulm,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_3860;wfo-0000212703
AOM_003216,Indigofera atriceps,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_539024;wfo-0000190543
AOM_003239,Tephrosia polystachyum,research_taxon_insufficient_for_material,cpc-component;world-flora-online,01919.9;wfo-0001427474
AOM_003297,Maize Steep Liquor,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,0112;http://purl.obolibrary.org/obo/NCBITaxon_4577;wfo-0000907754
AOM_003359,Onion Veins,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_4679;wfo-0000755919
AOM_003385,Brachiaria hybrid,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_680201;wfo-4000005174
AOM_003646,Khat Leftover,research_taxon_insufficient_for_material,world-flora-online,wfo-0000590815
AOM_003697,Mucuna pruriens Protein Isolate,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_157652;wfo-0000182545
AOM_003700,Coconut Oil,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,2166;http://purl.obolibrary.org/obo/NCBITaxon_13894;wfo-0000903570
AOM_003854,Rice Milling Waste,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,0113;http://purl.obolibrary.org/obo/NCBITaxon_4530;wfo-0000882438
AOM_003858,Groundnut Veins,research_taxon_insufficient_for_material,cpc-product;ncbi-taxonomy;world-flora-online,0142;http://purl.obolibrary.org/obo/NCBITaxon_3818;wfo-0000174378
AOM_003879,Cochlospermum planchonii Rhizomes,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_2086535;wfo-0000902538
AOM_003887,Rosemary Residues,research_taxon_insufficient_for_material,ncbi-taxonomy;world-flora-online,http://purl.obolibrary.org/obo/NCBITaxon_39367;wfo-0000298062
AOM_003898,Ficus exasperata,research_taxon_insufficient_for_material,cpc-component;ncbi-taxonomy;world-flora-online,01919.9;http://purl.obolibrary.org/obo/NCBITaxon_459060;wfo-0000688290
