subject_id,target_scheme,target_id,target_uri,original_value,evidence,status
AOM_001563,ncbi-taxonomy,NCBITaxon_75689,http://purl.obolibrary.org/obo/NCBITaxon_75689,http://purl.obolibrary.org/obo/NCBITaxon_75689,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001563,feedipedia,19253,https://www.feedipedia.org/node/19253,https://www.feedipedia.org/node/19253,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001563,cpc-product,0493,,0493,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001380,ncbi-taxonomy,NCBITaxon_1092577,http://purl.obolibrary.org/obo/NCBITaxon_1092577,http://purl.obolibrary.org/obo/NCBITaxon_1092577,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001380,world-flora-online,wfo-0000846619,,wfo-0000846619,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001380,feedipedia,12114,https://www.feedipedia.org/node/12114,https://www.feedipedia.org/node/12114,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001380,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001383,ncbi-taxonomy,NCBITaxon_15314,http://purl.obolibrary.org/obo/NCBITaxon_15314,http://purl.obolibrary.org/obo/NCBITaxon_15314,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001383,world-flora-online,wfo-0000846700,,wfo-0000846700,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001383,feedipedia,12114,https://www.feedipedia.org/node/12114,https://www.feedipedia.org/node/12114,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001383,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001397,ncbi-taxonomy,NCBITaxon_240448,http://purl.obolibrary.org/obo/NCBITaxon_240448,http://purl.obolibrary.org/obo/NCBITaxon_240448,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001397,world-flora-online,wfo-0000854081,,wfo-0000854081,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001397,feedipedia,12597,https://www.feedipedia.org/node/12597,https://www.feedipedia.org/node/12597,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001397,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001462,world-flora-online,wfo-0000861178,,wfo-0000861178,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001462,feedipedia,11847,https://www.feedipedia.org/node/11847,https://www.feedipedia.org/node/11847,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001462,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001465,world-flora-online,wfo-0000861248,,wfo-0000861248,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001465,feedipedia,602,https://www.feedipedia.org/node/602,https://www.feedipedia.org/node/602,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001465,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001389,ncbi-taxonomy,NCBITaxon_66017,http://purl.obolibrary.org/obo/NCBITaxon_66017,http://purl.obolibrary.org/obo/NCBITaxon_66017,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001389,world-flora-online,wfo-0000863870,,wfo-0000863870,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001389,feedipedia,12597,https://www.feedipedia.org/node/12597,https://www.feedipedia.org/node/12597,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001389,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001785,ncbi-taxonomy,NCBITaxon_91514,http://purl.obolibrary.org/obo/NCBITaxon_91514,http://purl.obolibrary.org/obo/NCBITaxon_91514,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001785,world-flora-online,wfo-0000865842,,wfo-0000865842,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001785,feedipedia,11772,https://www.feedipedia.org/node/11772,https://www.feedipedia.org/node/11772,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001785,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006369,ncbi-taxonomy,NCBITaxon_42078,http://purl.obolibrary.org/obo/NCBITaxon_42078,http://purl.obolibrary.org/obo/NCBITaxon_42078,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006369,world-flora-online,wfo-4000018737,,wfo-4000018737,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006369,feedipedia,26001,https://www.feedipedia.org/node/26001,https://www.feedipedia.org/node/26001,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006369,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006119,ncbi-taxonomy,NCBITaxon_106890,http://purl.obolibrary.org/obo/NCBITaxon_106890,http://purl.obolibrary.org/obo/NCBITaxon_106890,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006119,world-flora-online,wfo-0000875247,,wfo-0000875247,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006119,feedipedia,26001,https://www.feedipedia.org/node/26001,https://www.feedipedia.org/node/26001,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006119,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001475,ncbi-taxonomy,NCBITaxon_40666,http://purl.obolibrary.org/obo/NCBITaxon_40666,http://purl.obolibrary.org/obo/NCBITaxon_40666,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001475,feedipedia,625,https://www.feedipedia.org/node/625,https://www.feedipedia.org/node/625,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001475,cpc-product,01919.02,,01919.02,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001475,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001476,ncbi-taxonomy,NCBITaxon_4521,http://purl.obolibrary.org/obo/NCBITaxon_4521,http://purl.obolibrary.org/obo/NCBITaxon_4521,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001476,world-flora-online,wfo-0000878425,,wfo-0000878425,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001476,feedipedia,12543,https://www.feedipedia.org/node/12543,https://www.feedipedia.org/node/12543,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001476,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001479,ncbi-taxonomy,NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001479,world-flora-online,wfo-0000885123,,wfo-0000885123,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001479,feedipedia,11521,https://www.feedipedia.org/node/11521,https://www.feedipedia.org/node/11521,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001479,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003677,ncbi-taxonomy,NCBITaxon_4539,http://purl.obolibrary.org/obo/NCBITaxon_4539,http://purl.obolibrary.org/obo/NCBITaxon_4539,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003677,world-flora-online,wfo-4000027882,,wfo-4000027882,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003677,feedipedia,11522,https://www.feedipedia.org/node/11522,https://www.feedipedia.org/node/11522,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003677,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001407,ncbi-taxonomy,NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001407,world-flora-online,wfo-0000885123,,wfo-0000885123,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001407,feedipedia,11522,https://www.feedipedia.org/node/11522,https://www.feedipedia.org/node/11522,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001407,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002132,ncbi-taxonomy,NCBITaxon_300125,http://purl.obolibrary.org/obo/NCBITaxon_300125,http://purl.obolibrary.org/obo/NCBITaxon_300125,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002132,world-flora-online,wfo-0000896247,,wfo-0000896247,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002132,feedipedia,11528,https://www.feedipedia.org/node/11528,https://www.feedipedia.org/node/11528,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002132,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001446,ncbi-taxonomy,NCBITaxon_171959,http://purl.obolibrary.org/obo/NCBITaxon_171959,http://purl.obolibrary.org/obo/NCBITaxon_171959,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001446,world-flora-online,wfo-0000900614,,wfo-0000900614,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001446,feedipedia,11534,https://www.feedipedia.org/node/11534,https://www.feedipedia.org/node/11534,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001446,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001523,ncbi-taxonomy,NCBITaxon_2851936,http://purl.obolibrary.org/obo/NCBITaxon_2851936,http://purl.obolibrary.org/obo/NCBITaxon_2851936,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001523,world-flora-online,wfo-0000904833,,wfo-0000904833,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001523,feedipedia,12169,https://www.feedipedia.org/node/12169,https://www.feedipedia.org/node/12169,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001523,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001455,ncbi-taxonomy,NCBITaxon_4564,http://purl.obolibrary.org/obo/NCBITaxon_4564,http://purl.obolibrary.org/obo/NCBITaxon_4564,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001455,world-flora-online,wfo-4000039397,,wfo-4000039397,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001455,feedipedia,12761,https://www.feedipedia.org/node/12761,https://www.feedipedia.org/node/12761,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001455,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002206,ncbi-taxonomy,NCBITaxon_138055,http://purl.obolibrary.org/obo/NCBITaxon_138055,http://purl.obolibrary.org/obo/NCBITaxon_138055,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002206,world-flora-online,wfo-1200021924,,wfo-1200021924,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002206,feedipedia,11539,https://www.feedipedia.org/node/11539,https://www.feedipedia.org/node/11539,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_002206,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001761,agrovoc,c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001761,ncbi-taxonomy,NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001761,world-flora-online,wfo-0000195087,,wfo-0000195087,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001760,agrovoc,c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001760,ncbi-taxonomy,NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001760,world-flora-online,wfo-0000195087,,wfo-0000195087,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001760,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001766,agrovoc,c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001766,ncbi-taxonomy,NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001766,world-flora-online,wfo-0000209605,,wfo-0000209605,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001766,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_000706,agrovoc,c_50,http://aims.fao.org/aos/agrovoc/c_50,http://aims.fao.org/aos/agrovoc/c_50,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_000706,ncbi-taxonomy,NCBITaxon_138046,http://purl.obolibrary.org/obo/NCBITaxon_138046,http://purl.obolibrary.org/obo/NCBITaxon_138046,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_000706,world-flora-online,wfo-0001428832,,wfo-0001428832,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_000706,feedipedia,12810,https://www.feedipedia.org/node/12810,https://www.feedipedia.org/node/12810,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_000706,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001603,agrovoc,c_50,http://aims.fao.org/aos/agrovoc/c_50,http://aims.fao.org/aos/agrovoc/c_50,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001603,ncbi-taxonomy,NCBITaxon_138046,http://purl.obolibrary.org/obo/NCBITaxon_138046,http://purl.obolibrary.org/obo/NCBITaxon_138046,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001603,world-flora-online,wfo-0001428832,,wfo-0001428832,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003075,ncbi-taxonomy,NCBITaxon_886265,http://purl.obolibrary.org/obo/NCBITaxon_886265,http://purl.obolibrary.org/obo/NCBITaxon_886265,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003075,world-flora-online,wfo-0000313273,,wfo-0000313273,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003075,feedipedia,11591,https://www.feedipedia.org/node/11591,https://www.feedipedia.org/node/11591,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003075,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001145,ncbi-taxonomy,NCBITaxon_138055,http://purl.obolibrary.org/obo/NCBITaxon_138055,http://purl.obolibrary.org/obo/NCBITaxon_138055,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001145,world-flora-online,wfo-0000186081,,wfo-0000186081,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001145,feedipedia,11539,https://www.feedipedia.org/node/11539,https://www.feedipedia.org/node/11539,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001145,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001797,ncbi-taxonomy,NCBITaxon_167663,http://purl.obolibrary.org/obo/NCBITaxon_167663,http://purl.obolibrary.org/obo/NCBITaxon_167663,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001797,world-flora-online,wfo-0000178022,,wfo-0000178022,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001797,feedipedia,11617,https://www.feedipedia.org/node/11617,https://www.feedipedia.org/node/11617,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001797,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001149,ncbi-taxonomy,NCBITaxon_167663,http://purl.obolibrary.org/obo/NCBITaxon_167663,http://purl.obolibrary.org/obo/NCBITaxon_167663,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001149,world-flora-online,wfo-0000178022,,wfo-0000178022,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001149,feedipedia,11617,https://www.feedipedia.org/node/11617,https://www.feedipedia.org/node/11617,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001149,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001151,ncbi-taxonomy,NCBITaxon_201509,http://purl.obolibrary.org/obo/NCBITaxon_201509,http://purl.obolibrary.org/obo/NCBITaxon_201509,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001151,world-flora-online,wfo-0001144396,,wfo-0001144396,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001151,feedipedia,616,https://www.feedipedia.org/node/616,https://www.feedipedia.org/node/616,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001151,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001967,ncbi-taxonomy,NCBITaxon_82407,http://purl.obolibrary.org/obo/NCBITaxon_82407,http://purl.obolibrary.org/obo/NCBITaxon_82407,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001967,world-flora-online,wfo-4000016210,,wfo-4000016210,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001967,feedipedia,12149,https://www.feedipedia.org/node/12149,https://www.feedipedia.org/node/12149,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001967,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001771,agrovoc,c_15843,http://aims.fao.org/aos/agrovoc/c_15843,http://aims.fao.org/aos/agrovoc/c_15843,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001771,ncbi-taxonomy,NCBITaxon_190754,http://purl.obolibrary.org/obo/NCBITaxon_190754,http://purl.obolibrary.org/obo/NCBITaxon_190754,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001771,world-flora-online,wfo-0000192527,,wfo-0000192527,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001771,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001914,ncbi-taxonomy,NCBITaxon_371859,http://purl.obolibrary.org/obo/NCBITaxon_371859,http://purl.obolibrary.org/obo/NCBITaxon_371859,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001914,world-flora-online,wfo-0000385761,,wfo-0000385761,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001914,feedipedia,11595,https://www.feedipedia.org/node/11595,https://www.feedipedia.org/node/11595,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001166,ncbi-taxonomy,NCBITaxon_371859,http://purl.obolibrary.org/obo/NCBITaxon_371859,http://purl.obolibrary.org/obo/NCBITaxon_371859,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001166,world-flora-online,wfo-0000385761,,wfo-0000385761,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001166,feedipedia,11595,https://www.feedipedia.org/node/11595,https://www.feedipedia.org/node/11595,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001166,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001524,ncbi-taxonomy,NCBITaxon_653098,http://purl.obolibrary.org/obo/NCBITaxon_653098,http://purl.obolibrary.org/obo/NCBITaxon_653098,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001524,world-flora-online,wfo-0000170413,,wfo-0000170413,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001524,feedipedia,11645,https://www.feedipedia.org/node/11645,https://www.feedipedia.org/node/11645,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001524,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003899,ncbi-taxonomy,NCBITaxon_80338,http://purl.obolibrary.org/obo/NCBITaxon_80338,http://purl.obolibrary.org/obo/NCBITaxon_80338,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003899,world-flora-online,wfo-0000435470,,wfo-0000435470,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003899,feedipedia,653,https://feedipedia.org/node/653,https://feedipedia.org/node/653,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003899,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001821,agrovoc,c_32258,http://aims.fao.org/aos/agrovoc/c_32258,http://aims.fao.org/aos/agrovoc/c_32258,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001821,ncbi-taxonomy,NCBITaxon_684020,http://purl.obolibrary.org/obo/NCBITaxon_684020,http://purl.obolibrary.org/obo/NCBITaxon_684020,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001821,world-flora-online,wfo-0001296425,,wfo-0001296425,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001821,feedipedia,812699,https://www.feedipedia.org/node/812699,https://www.feedipedia.org/node/812699,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001821,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001527,ncbi-taxonomy,NCBITaxon_1300970,http://purl.obolibrary.org/obo/NCBITaxon_1300970,http://purl.obolibrary.org/obo/NCBITaxon_1300970,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001527,world-flora-online,wfo-0000166036,,wfo-0000166036,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001527,feedipedia,11544,https://www.feedipedia.org/node/11544,https://www.feedipedia.org/node/11544,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001527,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001208,ncbi-taxonomy,NCBITaxon_185703,http://purl.obolibrary.org/obo/NCBITaxon_185703,http://purl.obolibrary.org/obo/NCBITaxon_185703,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001208,world-flora-online,wfo-0000179155,,wfo-0000179155,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001208,feedipedia,11544,https://www.feedipedia.org/node/11544,https://www.feedipedia.org/node/11544,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001208,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001216,world-flora-online,wfo-0000206278,,wfo-0000206278,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001216,feedipedia,12179,https://www.feedipedia.org/node/12179,https://www.feedipedia.org/node/12179,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001216,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001526,ncbi-taxonomy,NCBITaxon_47247,http://purl.obolibrary.org/obo/NCBITaxon_47247,http://purl.obolibrary.org/obo/NCBITaxon_47247,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001526,world-flora-online,wfo-0000212180,,wfo-0000212180,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001526,feedipedia,219966,https://www.feedipedia.org/node/219966,https://www.feedipedia.org/node/219966,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001526,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003064,world-flora-online,wfo-0000122653,,wfo-0000122653,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003064,feedipedia,579,https://www.feedipedia.org/node/579,https://www.feedipedia.org/node/579,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003064,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003893,ncbi-taxonomy,NCBITaxon_58168,http://purl.obolibrary.org/obo/NCBITaxon_58168,http://purl.obolibrary.org/obo/NCBITaxon_58168,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003893,world-flora-online,wfo-0000853560,,wfo-0000853560,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003893,feedipedia,11799,https://www.feedipedia.org/node/11799,https://www.feedipedia.org/node/11799,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_003893,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006350,feedipedia,12081,https://www.feedipedia.org/node/12081,https://www.feedipedia.org/node/12081,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006350,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006031,ncbi-taxonomy,NCBITaxon_58168,http://purl.obolibrary.org/obo/NCBITaxon_58168,http://purl.obolibrary.org/obo/NCBITaxon_58168,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006031,world-flora-online,wfo-0000853560,,wfo-0000853560,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006031,feedipedia,12081,https://www.feedipedia.org/node/12081,https://www.feedipedia.org/node/12081,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_006031,cpc-component,01919.9,,01919.9,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001536,ncbi-taxonomy,NCBITaxon_103745,http://purl.obolibrary.org/obo/NCBITaxon_103745,http://purl.obolibrary.org/obo/NCBITaxon_103745,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001536,world-flora-online,wfo-0000067484,,wfo-0000067484,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
AOM_001536,feedipedia,611,https://www.feedipedia.org/node/611,https://www.feedipedia.org/node/611,https://doi.org/10.7910/DVN/75E7HV,legacy-unreviewed
